share,a,b,gamma,R,apr_ra
0.005459345853407498,0.008031150729078165,0.029983662917270996,0.014656252543664183,0.042,0.041712450433201
0.00544918919012225,0.007691624443140167,0.03281489270135653,0.012262721868206808,0.042,0.041712450433201
0.005447529582361325,0.01778943613956461,0.02616546976321833,0.008830409431724692,0.042,0.041712450433201
0.005441233178181522,0.0258149018368727,0.02144053984209516,0.0055909549709733984,0.042,0.041712450433201
0.005435120696071366,0.018740882322216983,0.008469536767427227,0.025695410031473357,0.042,0.041712450433201
0.005418747098887957,0.02013199614240524,0.020973425567399003,0.011960270700534037,0.042,0.041712450433201
0.005414515912481435,0.014134481768136682,0.02804029601875265,0.010932382935669012,0.042,0.041712450433201
0.00539518745600296,0.025897179049102215,0.015819198626649413,0.011581041393359475,0.042,0.041712450433201
0.005389232413479691,0.018769601484343743,0.02925926455980945,0.005327446086638307,0.042,0.041712450433201
0.005367733484014166,0.009282386399632837,0.03796624454652813,0.00632138471414754,0.042,0.041712450433201
0.005366372452086442,0.01353220993074993,0.016849649693061707,0.023201742589113804,0.042,0.041712450433201
0.005339868562599803,0.014107792183354232,0.029195383998155446,0.010546382740780149,0.042,0.041712450433201
0.00532744382728917,0.02246643705790254,0.019806068534502837,0.011702641987014274,0.042,0.041712450433201
0.005323028844433605,0.02933885912598612,0.012001809043037869,0.012679247033896134,0.042,0.041712450433201
0.005260809697531884,0.02222527034463053,0.021450673244864715,0.010982860536019027,0.042,0.041712450433201
0.005179707094215317,0.012909257068281202,0.030644773273121106,0.011960608144649495,0.042,0.041712450433201
0.0051543139213119414,0.020095265543610425,0.019958492336451514,0.015734378269358015,0.042,0.041712450433201
0.005116582472352065,0.01843459096039526,0.029295484188546474,0.008469462013373617,0.042,0.041712450433201
0.005062143696575984,0.01552488438687177,0.0265119295417029,0.014767098412653166,0.042,0.041712450433201
0.005050888034943582,0.009722543181992012,0.03969711401425439,0.007510839938048741,0.042,0.041712450433201
0.004998266291249322,0.008691760941981782,0.04102801915285489,0.0078100812697782,0.042,0.041712450433201
0.00499626067417652,0.02874774407286888,0.01703254065245574,0.011772670484802586,0.042,0.041712450433201
0.0049867572246249095,0.01950608371384379,0.011403944776081865,0.026752607537163055,0.042,0.041712450433201
0.004986506420147931,0.007687127700438216,0.028370034624618203,0.02160837393840049,0.042,0.041712450433201
0.004982539640036847,0.00844316204216933,0.03497801955752514,0.014290264283930196,0.042,0.041712450433201
0.004934082765450678,0.04460228202261704,0.007145427037878835,0.006530512134428991,0.042,0.041712450433201
0.004914627069649907,0.01898398647231983,0.03282660314080036,0.0066983394925596,0.042,0.041712450433201
0.004892638878781322,0.011471235276667319,0.03181862865263709,0.015482012336909046,0.042,0.041712450433201
0.004880880455186672,0.015861892631811026,0.03569891466982016,0.007352655021224181,0.042,0.041712450433201
0.004859858392488024,0.032073167264305855,0.01789859660200596,0.009196537671747832,0.042,0.041712450433201
0.004816112673903868,0.021777684161464615,0.021935300045763512,0.01599275489582278,0.042,0.041712450433201
0.004792860350040398,0.016238394017818254,0.02799575614795292,0.015761248364164614,0.042,0.041712450433201
0.0047859638279372455,0.017269087877027984,0.02648420599398253,0.016328557379197386,0.042,0.041712450433201
0.004785554129957921,0.024600139197247104,0.019180113192886313,0.01630674255135513,0.042,0.041712450433201
0.004781156671327183,0.015018219683619397,0.013384138612452206,0.03173990153060366,0.042,0.041712450433201
0.004777518052562134,0.010259370585969665,0.019299170318982352,0.030629524034915947,0.042,0.041712450433201
0.004736520694059751,0.030972194510491963,0.010702103705166688,0.01903472964937907,0.042,0.041712450433201
0.004682025307239709,0.016681583984720975,0.01748853959154918,0.027245513446103445,0.042,0.041712450433201
0.004642705566948059,0.01572311886705834,0.028778726502321612,0.01743392950424089,0.042,0.041712450433201
0.004577048277317719,0.024132477305448402,0.01717008360681193,0.021521676320280604,0.042,0.041712450433201
0.004566429645776658,0.02030687532520545,0.031020383401336022,0.011643068006718597,0.042,0.041712450433201
0.004562411494214472,0.023177362370502243,0.02441469529682295,0.015433727526237173,0.042,0.041712450433201
0.004551632546993517,0.013779420921589102,0.029211303052595068,0.02018431571326509,0.042,0.041712450433201
0.0045509899856280124,0.015705717839162203,0.03155441680434472,0.015923824826208514,0.042,0.041712450433201
0.004543334130141578,0.019566470503088247,0.03281659446558749,0.010907364166026874,0.042,0.041712450433201
0.0044999049697684,0.01989442253181615,0.03236127810186117,0.011645552555187406,0.042,0.041712450433201
0.0044996794542398475,0.027913266048085684,0.023612579968680273,0.012378609783536903,0.042,0.041712450433201
0.004476303203531941,0.014075517065930129,0.04153178013361148,0.008630881879148981,0.042,0.041712450433201
0.004442677449623548,0.013878089307631472,0.03309681420413071,0.017749481740056368,0.042,0.041712450433201
0.004435039261757158,0.019511653735090586,0.02669177735471442,0.018632424880740423,0.042,0.041712450433201
0.0044332193611543004,0.02196822912272652,0.024290114059888165,0.01860412884361288,0.042,0.041712450433201
0.004420237350519547,0.027804796317613276,0.014003021644867402,0.023245151820963893,0.042,0.041712450433201
0.004378172461663755,0.012033853858199436,0.03958692337557867,0.01405721268481207,0.042,0.041712450433201
0.0043716633906337055,0.025441312497241686,0.03341247343464117,0.006921993469403285,0.042,0.041712450433201
0.004370928242784337,0.010921598505764693,0.050205098038399405,0.0046601457069519936,0.042,0.041712450433201
0.004352042791425819,0.03538135214728845,0.027310633826182734,0.0033803346768489944,0.042,0.041712450433201
0.004335616173437237,0.01710121958710959,0.03451461361713379,0.014706819746613788,0.042,0.041712450433201
0.004309999978826056,0.029575070304609277,0.029885215115916196,0.007256551751553355,0.042,0.041712450433201
0.004268341370453597,0.03524871035575387,0.010989155221162127,0.021130121620519263,0.042,0.041712450433201
0.004249356387684902,0.02515038108972779,0.03186193294234749,0.010656655234035512,0.042,0.041712450433201
0.004215114650292224,0.03928938414750764,0.0208816668375355,0.008047631223059099,0.042,0.041712450433201
0.004209711858845626,0.009657225810638699,0.04113654431005379,0.017512464709795915,0.042,0.041712450433201
0.004168416970775816,0.013866939604446198,0.0198033095790266,0.03531266898785476,0.042,0.041712450433201
0.004134779081109838,0.020902725889179057,0.03857788248236572,0.010063510227850505,0.042,0.041712450433201
0.004133255745345338,0.013325715380198591,0.04137010252074205,0.014873931593226242,0.042,0.041712450433201
0.0041160513367089,0.010649373423670385,0.04485779214097464,0.014353373888421962,0.042,0.041712450433201
0.004111448300790822,0.014364042987631087,0.014883153320701708,0.04069155659868834,0.042,0.041712450433201
0.004094879997500957,0.022093373996410308,0.033572282634365916,0.014556075623768075,0.042,0.041712450433201
0.004074239397741222,0.014022621337135846,0.04302286651454643,0.013531996367438494,0.042,0.041712450433201
0.004069934559688976,0.02480275253082627,0.022370212895461192,0.023479169781747872,0.042,0.041712450433201
0.0040601225752805266,0.014723133443393403,0.032738065544438644,0.02336167925473765,0.042,0.041712450433201
0.0040480568097573675,0.024338208219408557,0.031088937081220906,0.015606829841689832,0.042,0.041712450433201
0.004038638376167882,0.0320423946947938,0.019667681833914267,0.019489555628466302,0.042,0.041712450433201
0.004027137473062689,0.033781219937615854,0.028370993275789676,0.009250754458397369,0.042,0.041712450433201
0.00398663246741812,0.016766562435163678,0.041086418703571714,0.014275455367283457,0.042,0.041712450433201
0.0039773819565267245,0.027329090873133104,0.035535953375115045,0.009431147050941474,0.042,0.041712450433201
0.003966622624089825,0.027301540035130422,0.024001969648939015,0.021188782638541372,0.042,0.041712450433201
0.0039216331359478085,0.026000737153197673,0.02704996044312415,0.020273235783158917,0.042,0.041712450433201
0.0039202652450866645,0.0245012224808132,0.039211055366439575,0.0096372403159358,0.042,0.041712450433201
0.0038398153536138013,0.05623624189839664,0.011426753155110736,0.00722330554122746,0.042,0.041712450433201
0.0038124193614098184,0.016645947584729284,0.04652251696065063,0.012255967957939038,0.042,0.041712450433201
0.003783782691008625,0.02889143874084576,0.03676430798379986,0.01033951787717814,0.042,0.041712450433201
0.003767151120550044,0.027927938249745186,0.04274853497322392,0.0056543023677419705,0.042,0.041712450433201
0.003751296759525912,0.02182123316793249,0.04941950899538013,0.005412635383747047,0.042,0.041712450433201
0.0037392047983551345,0.03856633807637398,0.03318806846402838,0.0051468551731826935,0.042,0.041712450433201
0.0036939786640797748,0.027598149647752895,0.026494319846481505,0.023750310052689187,0.042,0.041712450433201
0.0036776987008191307,0.0386061057025784,0.010758952808039542,0.02882230543383884,0.042,0.041712450433201
0.003662768058182773,0.01784969953855165,0.040714539478190766,0.01994184223964611,0.042,0.041712450433201
0.003628829200575476,0.021040876337972376,0.03466903941918869,0.023530398654275083,0.042,0.041712450433201
0.003625230837891852,0.019368351715762955,0.05317657336972554,0.006774042356104095,0.042,0.041712450433201
0.003588829508003663,0.00963406433816198,0.05614412596798764,0.014345305713296204,0.042,0.041712450433201
0.0035620951376183273,0.010126850037326652,0.021370142263352234,0.04922784959426875,0.042,0.041712450433201
0.0035192926079429887,0.02662661561110587,0.04510617467200243,0.00997384762190884,0.042,0.041712450433201
0.003498711075351292,0.02729605062142134,0.03058373553083599,0.02430749956699273,0.042,0.041712450433201
0.00349842502835066,0.013271379914845345,0.03126529021535923,0.0376573355920124,0.042,0.041712450433201
0.0034766339463760602,0.013561914967569881,0.05817271925002897,0.010974552666667272,0.042,0.041712450433201
0.00344462488596172,0.014210649747134286,0.052897003800001466,0.016370105662839567,0.042,0.041712450433201
0.0034309979606648696,0.01381611008642594,0.05946874547487204,0.010524453011791047,0.042,0.041712450433201
0.003377514681447527,0.010926636176583526,0.06303337565842894,0.011176425433045215,0.042,0.041712450433201
0.0033502282474230658,0.045710594391121864,0.029270755980856433,0.010848493317083516,0.042,0.041712450433201
0.0033428497703810625,0.04283908867796259,0.011752405484372124,0.03142779672737298,0.042,0.041712450433201
0.0033064464447502893,0.02426143246602185,0.04979722796488309,0.012907685948468412,0.042,0.041712450433201
0.0033044809048800544,0.036440366993654216,0.03901014222586712,0.0115675656540082,0.042,0.041712450433201
0.0032638551349261536,0.02196263875800078,0.05375200640160087,0.01238655875780419,0.042,0.041712450433201
0.003257563689015927,0.010394793323913092,0.05849500906129453,0.01938155444768569,0.042,0.041712450433201
0.0032000945952566293,0.016057939915993483,0.06261688547041741,0.011181757986225746,0.042,0.041712450433201
0.00317901748823862,0.006580878473995566,0.06722494526358853,0.016646515031499616,0.042,0.041712450433201
0.0031620286370224507,0.01007721593811363,0.05400408586282272,0.026857016540726267,0.042,0.041712450433201
0.003156118525226826,0.041166161659068015,0.022958545087700143,0.026983901659608303,0.042,0.041712450433201
0.0030837150990973474,0.013096248980131136,0.04039466010885204,0.03975686431368025,0.042,0.041712450433201
0.003072520998594188,0.012336051996619468,0.06765961336308535,0.013591837192944179,0.042,0.041712450433201
0.0030078081994242166,0.01871032294276282,0.058316671301888036,0.01857403738164988,0.042,0.041712450433201
0.0030077242879663706,0.019374949162440133,0.04925085883473564,0.02697789076918412,0.042,0.041712450433201
0.003005225327311535,0.04018873092928386,0.01656175483878661,0.03893271115754647,0.042,0.041712450433201
0.0029268984603626896,0.018559222773429907,0.061553137431989376,0.018131419239997212,0.042,0.041712450433201
0.0029187365591335783,0.014446515401794683,0.02975963367528052,0.05431235746616685,0.042,0.041712450433201
0.002837030378854005,0.01941365275451797,0.07123950550053168,0.010702671045288863,0.042,0.041712450433201
0.0027616757645256896,0.05189400221735889,0.04881758560995596,0.003409819360536943,0.042,0.041712450433201
0.0026778792145096507,0.04168732764010951,0.0445312957460572,0.02116096462548106,0.042,0.041712450433201
0.0026539665447439563,0.013905630919719077,0.06704025312100194,0.02740121150518113,0.042,0.041712450433201
0.0025518901705673057,0.007644435791974964,0.06709036214529733,0.03794621401046238,0.042,0.041712450433201
0.002551271235694845,0.01829620616911375,0.08377631230762939,0.010635829728611988,0.042,0.041712450433201
0.0025258195732659867,0.05582680458468161,0.0447848809553141,0.0132323791123294,0.042,0.041712450433201
0.0024341295285810974,0.018872242141853075,0.09351940957588974,0.00574074979279619,0.042,0.041712450433201
0.0024170906823970844,0.02259372095785757,0.08211692381094837,0.014254509866530986,0.042,0.041712450433201
0.002284580458642233,0.02725044879509028,0.07059978139363916,0.02801514072050832,0.042,0.041712450433201
0.0022599901869456555,0.021002330733579235,0.07283450574026737,0.033398037580018344,0.042,0.041712450433201
0.00220067550462282,0.08629439316774996,0.036054122055219386,0.008315713190062905,0.042,0.041712450433201
0.0019558284763125074,0.023038398013032594,0.10389982218692217,0.020083653283114317,0.042,0.041712450433201
0.0016184914922928355,0.024989515083169312,0.12881182627301033,0.02386382906225992,0.042,0.041712450433201
