name,entity_type,validators,effective_balance_gwei,share
NO - 0x51b6890f3fc53d9b3ba62d008c2559e88a347e9b,None,4,128000000000,0.000001679082
NO - 0xbc903584838678beec9902b744252822a6d546c2,None,4,128000000000,0.000001679082
NO - 0x47a2b2cb3a04cf41cc9bb3796758197933f7f9ad,None,4,128000000000,0.000001679082
NO - 0x9821af37b0654d992d682892169ca856f12fc37e,None,4,128000000000,0.000001679082
NO - 0xdf183b85fd7c92b489cd03902af1484b7920a586,None,4,128000000000,0.000001679082
NO - 0xccbbc197bebc85ebb836e464b3192951fba90878,None,4,128000000000,0.000001679082
CSM Operator 364,None,4,128000000000,0.000001679082
CSM Operator 289,None,4,128000000000,0.000001679082
NO - 0x73c4f3c5a5b2c9d348deac9e88a03d8e7ec1c1ea,None,4,128000000000,0.000001679082
NO - 0x6329a536cc6c5d65458ed071be296385527427a5,None,4,128000000000,0.000001679082
NO - 0x8ddfb8d43244e6b9936b08928892ecb6921cba34,None,4,128000000000,0.000001679082
NO - 0x97697e554382c883b37ce4478a2efec1f79695f3,None,4,128000000000,0.000001679082
NO - 0x77494948392759e1d82b305696d390c165a38745,None,4,128000000000,0.000001679082
NO - 0x716b90a806501aa32632b3d833f131fa592e27dc,None,4,128000000000,0.000001679082
NO - 0xc612bda4a16c9dd2054e23e0bb5f16b8b073271d - Stader,None,4,128000000000,0.000001679082
NO - 0x5fb6f3a4be9f595c304f5458fe8e35b5ff55c728,None,4,128000000000,0.000001679082
NO - 0xd7bfd63d6d370dd06383c7acf49b6961fadeb5c6,None,4,128000000000,0.000001679082
NO - 0x48b95b68b29f81cec0567f43ec9ca3d551431144,None,4,128000000000,0.000001679082
NO - 0xe22e0f80992bf916387f6c65b07c1e006bcee14f,None,4,128000000000,0.000001679082
NO - 0x9cc1987731fcc1c7824c4f30ed24373bbf0bd6eb,None,4,128000000000,0.000001679082
NO - 0x3d544c962a9d5a03c67de899731e4b5f2996a089,None,4,128000000000,0.000001679082
NO - 0x46230c197af7f0a5dc9d3bee8af7f2f46b21849e,None,4,128000000000,0.000001679082
NO - 0x7e0749272236abf333c415d0e368c6c9a5090236,None,4,128000000000,0.000001679082
NO - 0x36f16155cac97dc8b4654a6143a8b0d276a4963c,None,4,128000000000,0.000001679082
NO - 0xa7122ad46e234669802abfdcfb9495ad567bc685,None,4,128000000000,0.000001679082
NO - 0xdf1aa393d35edb09e48d5d8f7dbdf82f9e3684ef,None,4,128000000000,0.000001679082
NO - 0x32916edd09b69a70f73cc530cd9c89a4045e709b,None,4,128000000000,0.000001679082
NO - 0x3bd1ab32284fcf71c29687bdf0e0fff2028bf6c7,None,4,128000000000,0.000001679082
NO - 0xebc430d502f62392008f04fef48a4c901fa2ff01,None,4,128000000000,0.000001679082
NO - 0xc4d062bb8354b571f37423e09ae991bf3def2348,None,4,128000000000,0.000001679082
NO - 0x55a8365236c397091f20873baab98718b736a901,None,4,128000000000,0.000001679082
NO - 0xf1a7a7053b5e6781ad25da163876dff5a96efc12,None,4,128000000000,0.000001679082
NO - 0x86a9e6e6027d767ecb11f95c91921d0a22481671,None,4,128000000000,0.000001679082
NO - 0xf273dc2bd93803cb54e09a17316c91d88b56354c,None,4,128000000000,0.000001679082
NO - 0xbda0d2ce198c212d9e7f105c4980c7d7ba9c5b74 - Stader,None,4,128000000000,0.000001679082
NO - 0xa6df317191b631cc34d49042e5179e0844b9df71,None,4,128000000000,0.000001679082
NO - 0x027074b274bfe3df228b75d9a538bb0dac49622d,None,4,128000000000,0.000001679082
NO - 0x3b68b1322691292415d51da7049200b796bc2060,None,4,128000000000,0.000001679082
NO - 0xc15001d5f0df5cdd0e61754acfb5e0cf1333e1b1,None,4,128000000000,0.000001679082
NO - 0xc4818cc8091160ae08a8fddfb8cee154490c2124,None,4,128000000000,0.000001679082
NO - 0x91f30f5569b57175ac523391ee54cf73e9daf879,None,4,128000000000,0.000001679082
Orangefin Ventures,None,4,128000000000,0.000001679082
NO - 0x6de51e771626c3f63c2f54643c835a9eee70384a,None,4,128000000000,0.000001679082
NO - 0x7e37c74d1ad1778791ea47ee877d988ef85960c8,None,4,128000000000,0.000001679082
NO - 0x1cc9569b34a2975ff40aa672e46973aac1293aa0,None,4,128000000000,0.000001679082
NO - 0x73760e8327fd9879cd0e48908bb984aa81dcbaf2,None,4,128000000000,0.000001679082
NO - 0x408f0650da7736af92ca9c77bd1452cb1ebf1d37,None,4,128000000000,0.000001679082
NO - 0xa9a682c99754abb548144798b925f3c195938bcd,None,4,128000000000,0.000001679082
NO - 0x9f1ed3e9898ea7a6a4d3b53a4cb60845d220bd5a,None,4,128000000000,0.000001679082
CSM Operator 402,None,4,128000000000,0.000001679082
NO - 0x3b31986844327b1f14f694064fc3f299e4066417,None,4,128000000000,0.000001679082
CSM Operator 426,None,4,128000000000,0.000001679082
NO - 0x8a879507970899ac561174f461aa65a5c199a666,None,4,128000000000,0.000001679082
NO - 0x839d79e725be68dd4d5f0f0367f16420b1eb3368,None,4,128000000000,0.000001679082
NO - 0xcf425349740b7fa746f6568d1a2c3e32858e09fb,None,4,128000000000,0.000001679082
NO - 0xbdc97aabea1c9d0a4e47015a10f0bd7915f320ed,None,4,128000000000,0.000001679082
NO - 0xf58a6956d3381863e74e108068dc0a258454ebd1,None,4,128000000000,0.000001679082
NO - 0x00db9b024d1c70127699456dff5be03cbbce6222,None,4,128000000000,0.000001679082
NO - 0x6444947ad3d2389445cc4431bae9839739d03465,None,4,128000000000,0.000001679082
NO - 0xa1f1ccb9a45df4e7c452c796c5902b023c07416c,None,4,128000000000,0.000001679082
NO - 0xa7fdc8e7aae2c2b33ddedb02493bf04bd6dc0ea9,None,4,128000000000,0.000001679082
NO - 0x4deb40dd629e57318cd355ee6418aa59b5e2afe7,None,4,128000000000,0.000001679082
NO - 0x77391ece168f738a8439cb844b856abfcf36c1a5 - Stader,None,4,128000000000,0.000001679082
NO - 0x23a5ef7196c0f6997cedbf3b8a437f0d0f9bd02f,None,4,128000000000,0.000001679082
NO - 0x0c8942511d3d27785f05d40d3feaa60d24857dd6,None,4,128000000000,0.000001679082
NO - 0xe8e18679ee2570acb3caa4edace9e51a75b4e0d0 - Stader,None,4,128000000000,0.000001679082
NO - 0x71694591730ef97fea19224ff9b5b48223136dd3 - Stader,None,4,128000000000,0.000001679082
CSM Operator 264,None,4,128000000000,0.000001679082
NO - 0x69e1d3fc2416f4c2f3d3f9230b1ab98d5b4bcaae,None,4,128000000000,0.000001679082
NO - 0x0e923a2390551b2efcd1c376480c9bc7bd90b567,None,4,128000000000,0.000001679082
NO - 0x51bac42623cfece93142522af91281c76697b02e - Stader,None,4,128000000000,0.000001679082
NO - 0x7c64d2b6f63df0aac4a1b8c9bc60b07e71fd870b,None,4,128000000000,0.000001679082
NO - 0xe630eadb7430e1741ae952882eb9830240bf6e5f,None,4,128000000000,0.000001679082
CSM Operator 246,None,4,128000000000,0.000001679082
NO - 0x54a0f3212f801b4475de999f0c063c3a4a60b9c6,None,4,128000000000,0.000001679082
NO - 0x7b5f764a4bc202f8ade0a94be2df4ad8747b7c7c,None,4,128000000000,0.000001679082
NO - 0x6b0eb57409e54d2b2ff621cfada0fcc42cbb5034,None,4,128000000000,0.000001679082
NO - 0xa9912becf8ab19cf214aab8f5e2155815990a676,None,4,128000000000,0.000001679082
NO - 0xa634642323ab9e64962a18ac7cf404afba818b3d,None,4,128000000000,0.000001679082
NO - 0x326e9b471bda976fd9764bb3cc0c36f2586356e1,None,4,128000000000,0.000001679082
CSM Operator 339,None,4,128000000000,0.000001679082
NO - 0x6857263abcabf35621f6f1a82201daf974041ded,None,4,128000000000,0.000001679082
NO - 0xe87b0a40cb910ecd97a74991ae8a08350db79be4,None,4,128000000000,0.000001679082
NO - 0x4b76175a1d9b847259653d00af5f36300ab01ecb,None,4,128000000000,0.000001679082
CSM Operator 300,None,4,128000000000,0.000001679082
CSM Operator 253,None,4,128000000000,0.000001679082
NO - 0xd30dc7c00152f5db0f46a2eff0d66173a51202be,None,4,128000000000,0.000001679082
NO - 0x34086f90448e7edcedb13589399b7dd7e35e713f,None,4,128000000000,0.000001679082
NO - 0x5a8b39df6f1231b5d68036c090a2c5d126eb72d2,None,4,128000000000,0.000001679082
NO - 0x00827a4d91028b7d0eba241f7f1a2ec2caa56b78,None,4,128000000000,0.000001679082
NO - 0x3bba59e0ba36c39668f1d2907d24125b3f7a6d0e,None,4,128000000000,0.000001679082
NO - 0xbae1724ce707a1094116d4abeb8a4cc931b981e2,None,4,128000000000,0.000001679082
NO - 0xb502ba8d0a99f8fc3254cdec6e53fa77493f6d4c,None,4,128000000000,0.000001679082
NO - 0xa2de30d3bf69d3fc6864ea4db92276b8378f67bf,None,4,128000000000,0.000001679082
NO - 0x18f69c94221d8a9a45299f9abcc1cae74c9b10a8,None,4,128000000000,0.000001679082
NO - 0x98f870e67835f6432adf5620cd05d54d5c9b6b64,None,4,128000000000,0.000001679082
CSM Operator 318,None,4,128000000000,0.000001679082
NO - 0x8fdf7407e0ecc4685bfebd179e8467df298c8ef9,None,4,128000000000,0.000001679082
NO - 0x684565d5ec8e05611eb75d4c4d9e391bfb2008e9,None,4,128000000000,0.000001679082
NO - 0x440d82abd585a618a0d50e9ec55f36c9f9bde6d1,None,4,128000000000,0.000001679082
NO - 0xf11313c5f5ac4c6ba51a33ca511c43e445cddb3c,None,4,128000000000,0.000001679082
NO - 0x27fa0b4c80390469e16a6496130540ba3f085578,None,4,128000000000,0.000001679082
NO - 0xbe4415073b706fe203899250c478a11d7314cd95,None,4,128000000000,0.000001679082
CSM Operator 393,None,4,128000000000,0.000001679082
NO - 0x1c4c91bc615841ba8e414d4f5bc307acb09646c0,None,4,128000000000,0.000001679082
NO - 0x3568f9fcddbe42c204c607e2e1a041a92de8ed13,None,4,128000000000,0.000001679082
NO - 0x145d6693eab91ce1bfd6b85c76f6b95c7eba2679,None,4,128000000000,0.000001679082
NO - 0x12f0d82b5afb99ad41a4a9e853bb24609af61374,None,4,128000000000,0.000001679082
NO - 0xa3c375cb72c74c29162565ac2272a70a7710901a,None,4,128000000000,0.000001679082
NO - 0x8983f38100e62d1c09537c6b88b1655b00fd47bf,None,4,128000000000,0.000001679082
NO - 0x35f8b7f8d31c50c830b8f84bf8b42c966803140f,None,4,128000000000,0.000001679082
CSM Operator 203,None,4,128000000000,0.000001679082
NO - 0xea19342eacc5001722c7864b1a4c50bbb8f94df0,None,4,128000000000,0.000001679082
NO - 0x2337b31a8e6c402677c94973a71ec34a6b719bd4,None,4,128000000000,0.000001679082
NO - 0x3e09493ba433f8a0685d29c126d66c9d0678ca9b,None,4,128000000000,0.000001679082
NO - 0x207ed20c45ac6cc77ca30d725a98d0c416403178,None,4,128000000000,0.000001679082
NO - 0xf5a2b90c8a6149d3b4460c10a092290c6cf39680,None,4,128000000000,0.000001679082
NO - 0x846a233659f47709f72f302b4e03b63096240508,None,4,128000000000,0.000001679082
NO - 0xb31ca877e3b3f88405898769f16cd0e73ca53134,None,4,128000000000,0.000001679082
NO - 0x58ad045cbaa80ea55818385544e5d72aa3f5237b,None,4,128000000000,0.000001679082
NO - 0x88db496bc232240c9bfa90a079480ec7997e5423,None,4,128000000000,0.000001679082
CSM Operator 334,None,4,128000000000,0.000001679082
NO - 0x8e6f4d8d4b072de717d43de2efbdaeaaf2c9a3f5,None,4,128000000000,0.000001679082
CSM Operator 417,None,4,128000000000,0.000001679082
NO - 0x83ffb38218b4098904f2399abf2d281cd4a13998,None,4,128000000000,0.000001679082
NO - 0x5977f6e09930231d7d30cf8c86c7fc4a7726a092,None,4,128000000000,0.000001679082
NO - 0xc4c435e93f3f01a55a0dcc01bc19966602c580fd,None,4,128000000000,0.000001679082
NO - 0x703dc6923612d3158ab03bf597c6f816b0fbea4e,None,4,128000000000,0.000001679082
NO - 0x582b0867c8599240b0621d0151c2860ec6e93b9c,None,4,128000000000,0.000001679082
CSM Operator 42,None,4,128000000000,0.000001679082
NO - 0x19d3b615eaa547f74ee25e2bd8419f88282866f8,None,4,128000000000,0.000001679082
NO - 0x6b31e3025966eee52e4f4aeda265feb4bcb743e9,None,4,128000000000,0.000001679082
NO - 0x0a2627d074ba1c41fa191b1b45b45685abe3522b,None,4,128000000000,0.000001679082
NO - 0xbee7e87a2137f15d7f94f362493e34b57681d684,None,4,128000000000,0.000001679082
NO - 0x348885b59fd93a16ce99ec2a3c5c34a12b92284b - Stader,None,4,128000000000,0.000001679082
Crouton Digital,None,4,128000000000,0.000001679082
NO - 0x11e9fb0547b9a21cba5f7e0aa5bb68339c9d4a5e,None,4,128000000000,0.000001679082
NO - 0x047ea9b0fa109c36a90bc614499c6fbf7e2e49dd,None,4,128000000000,0.000001679082
NO - 0x8ac55bd6204ee4874bd85a4c267c8194b0dd4449,None,4,128000000000,0.000001679082
NO - 0x28669b89ef770b6438a2f2f4ffdd8c5e94eaa414,None,4,128000000000,0.000001679082
NO - 0xb126dd7e1b0c8afc726a5d07a4c7ac67c662f938,None,4,128000000000,0.000001679082
NO - 0x6681cd871a9cf8b51a0d18649fbf8cc8efc4f5e8,None,4,128000000000,0.000001679082
NO - 0xefd2cc79fc8a86b4da4ca7e9f7d8ca1145af3074,None,4,128000000000,0.000001679082
NO - 0xb7b7c64f50196fcd991ef1d1936b41029edd5c8e,None,4,128000000000,0.000001679082
NO - 0x0e86d5f877191bc9696ff653cd4c7afafc8e88bf,None,4,128000000000,0.000001679082
NO - 0x99f4922d04f9cba40ec61f977c9f4888c47f8899,None,4,128000000000,0.000001679082
NO - 0xb34a865b65777ec9bad1ee364856ab55fa0580f2,None,4,128000000000,0.000001679082
NO - 0x386459715ed0a9b39da6752c75442da2e1adb459,None,4,128000000000,0.000001679082
NO - 0xc10a483e7e5c88704e5e31770d96f1996ca4025d,None,4,128000000000,0.000001679082
NO - 0xbc9d0c0eab1942ad7c6e0cf8753ecd0045d2a706,None,4,128000000000,0.000001679082
NO - 0x50233f04589ffabc149f4f7ed16b2a26bd6761ec,None,4,128000000000,0.000001679082
NO - 0x867d9a2815eef64bf26f2ae42db162e8e6c62942,None,4,128000000000,0.000001679082
NO - 0x116e242a87c1fe15b82d37c8772b834af9605065,None,4,128000000000,0.000001679082
NO - 0x205425de2fc0be6089e6bf9256eec3adfb1b3fa6,None,4,128000000000,0.000001679082
NO - 0x403f227253a5dd0faa9d3f43de2a4c69d049d1ad - Stader,None,4,128000000000,0.000001679082
NO - 0x9ecaf2fb971d2c3a3eec65833a30b82163fe3548,None,4,128000000000,0.000001679082
NO - 0x774ba763ddcf88a1df6e01ad9915bf44d9c39da5,None,4,128000000000,0.000001679082
NO - 0xd8e82cb955b3b0a976790616438e3b35463abeaf,None,4,128000000000,0.000001679082
NO - 0x0cb961e87f6b7a7ce4e92d1ba653e2a2b5b1d9b9,None,4,128000000000,0.000001679082
NO - 0x1ebb2ab70b38037d1ae40fb6aba75150942cbc63,None,4,128000000000,0.000001679082
NO - 0x4d343a7b6b1fcb89758f3724a0e7cfe7e0c6c6b1,None,4,128000000000,0.000001679082
NO - 0x45bea5da5d62fb0c9e761f330e244c9c1553eb78,None,4,128000000000,0.000001679082
NO - 0xac1f20bbd9e9544cb44d5fef5190871bbd8c239a,None,4,128000000000,0.000001679082
NO - 0x20d93d3fc57603c57dbeef40a7e5cbd04e5ca394,None,4,128000000000,0.000001679082
NO - 0x429446acc7c19af735909de65e14baa9e0cc551e,None,4,128000000000,0.000001679082
CSM Operator 379,None,4,128000000000,0.000001679082
CSM Operator 165,None,4,128000000000,0.000001679082
NO - 0x262c459a31068acdf96957b7734cffe46c5111d2,None,4,128000000000,0.000001679082
NO - 0x67a39a5963366298d3697f9e60529697470a5f76,None,4,128000000000,0.000001679082
NO - 0x58e4835cf8ebf3e0bc32c07d7e94fd7a433a6a1e,None,4,128000000000,0.000001679082
NO - 0x1e9e08fb8f91a583bab95fc03d02569eb3987e95,None,4,128000000000,0.000001679082
NO - 0x3df229574bb6ae6b48c26f48d243d67f6ed9ea64,None,4,128000000000,0.000001679082
NO - 0x5d55f5453619d9df806f9a9cb2986a919b4882d1,None,4,128000000000,0.000001679082
NO - 0xee728f4c9fed276418912cc26a579f8649daf4b2 - Puffer,None,4,128000000000,0.000001679082
NO - 0x32bf406b8b6c8954a0057e99a67c39fdeba1834e,None,4,128000000000,0.000001679082
NO - 0xba3865aaba61af163914b15f6ec8c64ac42e31e4,None,4,128000000000,0.000001679082
NO - 0x84df3bb93a7a58fd1ecb48743c6a7cf1e1194f26,None,4,128000000000,0.000001679082
NO - 0x9bc1b821cec91dc600244d973ed99527f2b05de1,None,4,128000000000,0.000001679082
NO - 0x4f4db58a232712860575dcfbfc236248eabca564,None,4,128000000000,0.000001679082
NO - 0xf8372cfdf6837f8d598400e3d6a5fe893b05d7fc,None,4,128000000000,0.000001679082
NO - 0xa24757bc32579541f33b1bcd2e36355d39b1686a,None,4,128000000000,0.000001679082
NO - 0xa1d5180640c80b740a5a2189dfdeb3d42a6a1732,None,4,128000000000,0.000001679082
NO - 0x262c0b32067222f4bf785312f9b91b39385afbd5,None,4,128000000000,0.000001679082
NO - 0xeb830e3db80740e6d2f1de3dc16ba662496e0ef8,None,4,128000000000,0.000001679082
NO - 0xdf194c0807f4109c823a1c7f62e9f1126caa0b0b,None,4,128000000000,0.000001679082
NO - 0xd8f6dc95636ccb94953c7fda2056a5c6a89aa91d,None,4,128000000000,0.000001679082
NO - 0x2dbcba8599b631269be148f5426d1d072704feb6,None,4,128000000000,0.000001679082
NO - 0x724158f27466bf57c71adea8299b0a713d84e3f2,None,4,128000000000,0.000001679082
NO - 0xff3c7d3a7ff6bc929c0463ddb6ff99be2e9719f8,None,4,128000000000,0.000001679082
NO - 0xaccee9ed56893b8725b9b2f9eb18bcdb7cfc6433,None,4,128000000000,0.000001679082
NO - 0x0ed121e35a870a3e4c34c9efdedded4bdd5edc04,None,4,128000000000,0.000001679082
NO - 0x659eb0969a3e4fdc6047ccfa53b94297f6933736,None,4,128000000000,0.000001679082
NO - 0xaf526d2f628a1a91fdc22c912d6f4559e050916e,None,4,128000000000,0.000001679082
NO - 0xbd84e5fd2cbc82ae4656c9f6ac359b64ecb77eac,None,4,128000000000,0.000001679082
NO - 0xf3813cd7b630b1488e68ba22a145d8c53ec17cbb,None,4,128000000000,0.000001679082
NO - 0xf3e73285cf17a890b6506ed002d8b021eccda453,None,4,128000000000,0.000001679082
NO - 0xde5fe84a455490f3ea93b109ae18dad5e35281d4,None,4,128000000000,0.000001679082
NO - 0xa9afb22c6e740ae7b600f276aa79edf206877985,None,4,128000000000,0.000001679082
NO - 0x3fb49da5f6cbe228abd3b1c64e2ee6df9ec918ea,None,4,128000000000,0.000001679082
NO - 0x219566c1a2c9642814280998f7b8d26ced457b9a,None,4,128000000000,0.000001679082
NO - 0x9cfe56b1b4e210318a7b0955999306ed8afa8cfe - Puffer,None,4,128000000000,0.000001679082
NO - 0x5df1bc97ba78f802f6d13a584d5b3df42b632944,None,4,128000000000,0.000001679082
CSM Operator 378,None,3,96000000000,0.000001259312
NO - 0x3ff9be963f8fe7dd05903a2cbe9952ad27ebd46e,None,3,96000000000,0.000001259312
NO - 0x193694fadf3cca28924a34a6eb7b0436942d3780,None,3,96000000000,0.000001259312
NO - 0x6ee88e9a2104c468e4aef42d456c87d28198d277 - Stader,None,3,96000000000,0.000001259312
NO - 0x5321961789907298dc3056a9efab85a6511d87b2 - Stader,None,3,96000000000,0.000001259312
NO - 0x9c1984127637175676b1bfcd1bbc4d04b34c70d8,None,3,96000000000,0.000001259312
NO - 0x4001d8947b718fbb029747c91f6ba6316014395e,None,3,96000000000,0.000001259312
NO - 0xdb791b194dbda08c0c8e628f16c31b3994f59398,None,3,96000000000,0.000001259312
NO - 0x4f16628789a29481ab57b5b1e003e9975e22c8b1,None,3,96000000000,0.000001259312
NO - 0x48180b06d93e5cad6bb4b71bbce944d09b254b37,None,3,96000000000,0.000001259312
CSM Operator 319,None,3,96000000000,0.000001259312
NO - 0x71fdcfd26d2c54e2c9279ed662b538a5e24a40fd,None,3,96000000000,0.000001259312
NO - 0x9c11dbc540fe0a2c2f4a82775261a2d05af6e336,None,3,96000000000,0.000001259312
NO - 0xcd9610a147883f2bd08dfd1836a46e85b2609d0f,None,3,96000000000,0.000001259312
NO - 0x9d4f3ae79b1152e662014215edfd9c90100dbe19,None,3,96000000000,0.000001259312
NO - 0x2528cec9135209fef29ed688ed7b9663eaf06913 - Stader,None,3,96000000000,0.000001259312
NO - 0xe0ae2961296851bf3eeae5ddc81bf4cc8634dcec,None,3,96000000000,0.000001259312
NO - 0xc5ab321fbb62a6ff9207931f1384adeb101998b1,None,3,96000000000,0.000001259312
NO - 0x149917df932a8125b3883ccd2d5a8f140409d456,None,3,96000000000,0.000001259312
NO - 0x0cbee0cddc774f0549e5e8e36ac29639e9691b2e,None,3,96000000000,0.000001259312
NO - 0x1fd97ba5e81b3159470200fd32b8d0859faceb74,None,3,96000000000,0.000001259312
CSM Operator 430,None,3,96000000000,0.000001259312
NO - 0xdcf887c7a4aba6c63bf0ebff068daf7884928630 - Stader,None,3,96000000000,0.000001259312
NO - 0x5fd56780b491eba06f148e464ee3ca48cb0f93e8,None,3,96000000000,0.000001259312
NO - 0x87f9b9917ee26d2e9dbd2342008d0f0984cb2773,None,3,96000000000,0.000001259312
CSM Operator 73,None,3,96000000000,0.000001259312
NO - 0x891bdf717fc3bbf54f30054200b3efe95455f57e - Puffer,None,3,96000000000,0.000001259312
NO - 0x6aa4cf371b99979d50032e3e928b8aba6324345e,None,3,96000000000,0.000001259312
NO - 0xe8887b1b0ca04558cef9aed18e37985c24dcf429 - Stader,None,3,96000000000,0.000001259312
NO - 0xc3f3932650431bde0df9863b0229b684ae486b25,None,3,96000000000,0.000001259312
NO - 0x15d716817cc21cf2abd279a039d0296c4de1157a,None,3,96000000000,0.000001259312
NO - 0x3c5874565085222c57da21b7b81b537c03b65f28,None,3,96000000000,0.000001259312
NO - 0xf35232a826ee477e307b9998456b911bad9509c1,None,3,96000000000,0.000001259312
NO - 0x5675f236393b6b78c0d206de6d3b40e7cbf39898,None,3,96000000000,0.000001259312
NO - 0x4569b26ee713b2bf2090bbbc4c163f857b861284,None,3,96000000000,0.000001259312
NO - 0x139fb4c4ee352394a4852bc4649009c9a1bc0ce7,None,3,96000000000,0.000001259312
NO - 0x97481f9d9987783e51f5881a291c1b6a8d63e85b,None,3,96000000000,0.000001259312
NO - 0x58bf19fe22812cc878f227324186cea470395135,None,3,96000000000,0.000001259312
CSM Operator 51,None,3,96000000000,0.000001259312
NO - 0x5f48be6a8260f19902a8ccee7c2cafba5d0c1eb2,None,3,96000000000,0.000001259312
NO - 0x2a3ca72f535f7b65c35006f8a6f2628ff655bccd,None,3,96000000000,0.000001259312
NO - 0xa75107ad646a44adbd6c757c1a5bc3c1114648b1,None,3,96000000000,0.000001259312
NO - 0xe98663d43908489701fbbac081d781121b8457a4,None,3,96000000000,0.000001259312
NO - 0x107f8776cee666ad9e2b1ec543166fff165d1434,None,3,96000000000,0.000001259312
NO - 0xdd9640425412af7684bbb295031c8acf4031091d,None,3,96000000000,0.000001259312
CSM Operator 408,None,3,96000000000,0.000001259312
NO - 0x5aed3d3382993e893491d8085f2aab00fc8a55ae,None,3,96000000000,0.000001259312
NO - 0x75b09c4d28e860a5a742024347a00eab49a40591,None,3,96000000000,0.000001259312
NO - 0xc49afc46fc2b76590f06531111871b369bec7b3b,None,3,96000000000,0.000001259312
NO - 0xabda0c10565af15aceba2e2ff831ea2c80f77b09,None,3,96000000000,0.000001259312
NO - 0xed201d91216c45b60db67774555e174e3479457d,None,3,96000000000,0.000001259312
CSM Operator 337,None,3,96000000000,0.000001259312
NO - 0x112826b0c10a3cb01ee9d7c90e632371b76045bb,None,3,96000000000,0.000001259312
NO - 0x406ea7ade52d27d2af2d4ae21e93428eaf445536,None,3,96000000000,0.000001259312
NO - 0xe2e45b716d0a355863ee1b4b61837ed4593b6439,None,3,96000000000,0.000001259312
NO - 0x44f3e8dcab930e5785db933a2870579aaee91732,None,3,96000000000,0.000001259312
NO - 0x77108d48c3e78d93eab56cc7e6963c21cfa6bc2a,None,3,96000000000,0.000001259312
CSM Operator 390,None,3,96000000000,0.000001259312
NO - 0xd016bd858f8ed798dd6c624aaed0277ac9bce4ed,None,3,96000000000,0.000001259312
NO - 0x0cc1e96f50d4984f63334804a65e04df122e5f2e - Puffer,None,3,96000000000,0.000001259312
CSM Operator 232,None,3,96000000000,0.000001259312
NO - 0xc562c0a073efe881ef3bc086eec8fd2855bfe642,None,3,96000000000,0.000001259312
NO - 0xd75e9c6b08b4a9fc4015b1f626c7935faea49b0f,None,3,96000000000,0.000001259312
NO - 0x8051751eadbda00bf3cbac16bb8c9ecdf8398e47 - Puffer,None,3,96000000000,0.000001259312
NO - 0x0f2f244139d0880c25614e8b5213bc3de92c140d,None,3,96000000000,0.000001259312
NO - 0xc5ff95bb3d7fd386be287094cf5be00261fbd975,None,3,96000000000,0.000001259312
NO - 0xf912051684b910ffa7972ada6e8c1ec46cbbe075,None,3,96000000000,0.000001259312
NO - 0x8ea9e4203a422cb12e9f88d803297896588c07a7 - Puffer,None,3,96000000000,0.000001259312
NO - 0x9f2070efa98cc424012fe182c2c6cc0aff8d12db - Puffer,None,3,96000000000,0.000001259312
NO - 0xc502a0a5b99fb1c8e1e4523cb59fb4cd77a823da,None,3,96000000000,0.000001259312
NO - 0x0b7bc8898e2d5e22d7a051efeaf2ab17a2707280,None,3,96000000000,0.000001259312
NO - 0x234415043b1fff486e8315a14f4bcd4af1e7513c - Puffer,None,3,96000000000,0.000001259312
NO - 0x4c27e698a789dd6e4cebb8a43cae2b86c191e0fe,None,3,96000000000,0.000001259312
NO - 0x7d9c5be80dbd885e055ccb6168068a4c38d8072f,None,3,96000000000,0.000001259312
NO - 0x70f8c1596cf1a9401732b279b3371f49b60567f3,None,3,96000000000,0.000001259312
NO - 0x0725a8150cfedc8a3ca7fd70f176b32550d4a81b - Puffer,None,3,96000000000,0.000001259312
NO - 0xb45567f5170d333f0964f1f28d2327ebcd68ca8b,None,3,96000000000,0.000001259312
NO - 0xc0de6d960471f1da78122c43971d4e2a7f5ec321,None,3,96000000000,0.000001259312
NO - 0xc9af156ac7d1b4459d05bcdfd45a34a979272ece,None,3,96000000000,0.000001259312
NO - 0x17e58d9ec082b58d315f7a7b4ce5b1b0932e8f65,None,3,96000000000,0.000001259312
NO - 0x5e014aa0649102e07c074f498845f01bcd520317 - Stader,None,3,96000000000,0.000001259312
NO - 0x4a7a54f527269b87410af023ce6d5f098944d07a,None,3,96000000000,0.000001259312
NO - 0xc242976f33efd93f33f6a2beb617cc4c4451a515,None,3,96000000000,0.000001259312
NO - 0x5a7303c8b6d31c01b96edf9d30b8ff5450af47de,None,3,96000000000,0.000001259312
NO - 0xd2be69dc5b8bde06e7df174bb60b163ff108315f,None,3,96000000000,0.000001259312
NO - 0x0d006788bb1291dca806a8fe0f515423a522396a,None,3,96000000000,0.000001259312
NO - 0xcb94eb37fd930af1c9b3f1a4b03990dfd43f63e1,None,3,96000000000,0.000001259312
NO - 0x72ed84c5232a8e0bf88aff101dd9c3fe30fb1af1,None,3,96000000000,0.000001259312
NO - 0xf4cb61593d0ef30fc24516003f85d845c65a3ceb,None,3,96000000000,0.000001259312
NO - 0xbac47350d98feba2330c9b6c426c0c7c4af9d65c - Stader,None,3,96000000000,0.000001259312
NO - 0xd1fea789f1f0485a06ea355479279f3f2f4f97a3,None,3,96000000000,0.000001259312
CSM Operator 137,None,3,96000000000,0.000001259312
NO - 0x6cbcdddb36bbc600f0510a2e0f9141f7c823456f - Stader,None,3,96000000000,0.000001259312
