name,entity_type,validators,effective_balance_gwei,share
NO - 0x7e1654bd4066b3a959a7d0279a52f399319c22f0,None,16,512000000000,0.000006716328
NO - 0x9ea956c55af8b4f906e076a0b89aac384ef9eda0,None,16,512000000000,0.000006716328
NO - 0x5128155fdb190dc84912ee441a93421049ccc3c6,None,16,512000000000,0.000006716328
NO - 0x61acceeb124aa4d208e9ddc23d69d82c7c691262,None,16,512000000000,0.000006716328
NO - 0xf04579cc4f175d35445d23a18a7556ca34f7619e,None,16,512000000000,0.000006716328
NO - 0xe4fd59ff541f8b06037218070a16515b4306de8d,None,16,512000000000,0.000006716328
CSM Operator 355,None,16,512000000000,0.000006716328
NO - 0x40960b6b0b59cb11279e7395bcab6be96fb4215a,None,16,512000000000,0.000006716328
NO - 0x0c4bfcc23a3923e2aa7262f9fd13260328aa918f,None,16,512000000000,0.000006716328
NO - 0x058b4116cebd39f867a4c20eb16f39270d614183,None,16,512000000000,0.000006716328
NO - 0x7d0805d5cfe6bfd8322b8ae743d0692274355148,None,16,512000000000,0.000006716328
NO - 0x35c242277d5758b550764be7e8a6e0d7cef5102b,None,16,512000000000,0.000006716328
NO - 0x74ee22179fbe9c456535877254b40e9e081d6882,None,16,512000000000,0.000006716328
CSM Operator 358,None,16,512000000000,0.000006716328
NO - 0x8657b0306babb55cd12b0b35a885a53894d612a8,None,16,512000000000,0.000006716328
NO - 0x0439d135f8ee69c019f524b8538237e93823c1f1,None,16,512000000000,0.000006716328
NO - 0x388bc148d8543effadcb21a77ad4f6a254920646,None,16,512000000000,0.000006716328
CSM Operator 34,None,16,512000000000,0.000006716328
CSM Operator 301,None,16,512000000000,0.000006716328
NO - 0x207417bb9cab68286534543a1abd697d25f71877,None,16,512000000000,0.000006716328
NO - 0xfa86220d91948c2e8b9fbab0fd553325248fd6ef,None,16,512000000000,0.000006716328
CSM Operator 140,None,16,512000000000,0.000006716328
NO - 0x30a93a7f163b1238ddbad0470a0f0de4b7d73103,None,16,512000000000,0.000006716328
NO - 0xdd2f0d4028d0b03230e842c7896b27303ca6d37c,None,16,512000000000,0.000006716328
NO - 0x46c8acd7a3944a2180220fd545cf8221dc20e8af,None,16,512000000000,0.000006716328
NO - 0x5fed614d9a7200bce48927f9d62c9b6763622cc8,None,16,512000000000,0.000006716328
NO - 0x61051221dd39e2da825a091bf787f22b753cf5dd,None,16,512000000000,0.000006716328
NO - 0xf1cb1e9f6c9190cf5c0f2ce7c162e96e7e6d153c,None,16,512000000000,0.000006716328
NO - 0x9324999259140c312cd45508d6e1600d4cf68ec6,None,16,512000000000,0.000006716328
NO - 0xfb8190ff376b0e049a613d1e634069b0d0ea0ec9,None,16,512000000000,0.000006716328
NO - 0x03ad192fa0b2cbb67f1913f13cfb60b3e2ebf5ce,None,16,512000000000,0.000006716328
NO - 0x561c495c0b0371bf48c205438a38ff0f505736ba,None,16,512000000000,0.000006716328
NO - 0x3788248a4d34597e8ada35c0d79242fd494fbf63,None,16,512000000000,0.000006716328
NO - 0xa8a6914dba281a03a03239b26de220dce7a93785,None,16,512000000000,0.000006716328
NO - 0x2e45b2b7c0d99e25d42060383a3f6a9777582b91,None,16,512000000000,0.000006716328
NO - 0x610f2f05a90c294b8da7e95bb10a37bf3116dded,None,16,512000000000,0.000006716328
NO - 0x215fe4e6cbeb54aa2aee4b1013333361c62a8aa7,None,16,512000000000,0.000006716328
NO - 0xbad69f0045ee1b209fc9a4ce5405639c3c5dd39d,None,16,512000000000,0.000006716328
NO - 0x7087bf464768aa4cbbfb93995559e82b53bc80b7,None,16,512000000000,0.000006716328
CSM Operator 11,None,16,512000000000,0.000006716328
NO - 0x1a2211added399a5bfbf09442dc59a0a4cb296ae,None,16,512000000000,0.000006716328
NO - 0xfc49f773756eabb2680fd505916c2a93b65b465b,None,16,512000000000,0.000006716328
NO - 0x00ca11ac72dd437a774cda9dcdcf8330bd2498f8 - Stader,None,16,512000000000,0.000006716328
NO - 0x32a9d4bec626ee17a8352a6aa7641b0e2f694f5d,None,16,512000000000,0.000006716328
NO - 0x6b7743be6ff8c21165046be5e9a0c2d9d9a67739,None,16,512000000000,0.000006716328
NO - 0x47cf173bca05e67c54984cb160d4f8d64046e7e5,None,16,512000000000,0.000006716328
NO - 0x1829f19524429a2edaf07bd13d1e47af19643d9b,None,16,512000000000,0.000006716328
CSM Operator 83,None,16,512000000000,0.000006716328
NO - 0xd6801eaee45da7375596b40616771daf0590650d,None,16,512000000000,0.000006716328
NO - 0xb0a32187cbcdcae927557a054c6895861b6e92fd,None,16,512000000000,0.000006716328
NO - 0x4b7f27939cf51d568ca0bc9d2262707d20120e1d,None,16,512000000000,0.000006716328
NO - 0x4283e26874ba3f9cc492151740b034db7d662995,None,16,512000000000,0.000006716328
NO - 0xa14a3b5b32bfa6f1beec2d26d4a5af36f392afb9,None,16,512000000000,0.000006716328
NO - 0xdd66579d1af913a385c26bc21c1cc03afbc8c3fa,None,16,512000000000,0.000006716328
CSM Operator 353,None,16,512000000000,0.000006716328
NO - 0x1f9f96d3731e65447c244c06f34ae809e357eed7,None,16,512000000000,0.000006716328
NO - 0xdc603b57548752de4bf7e4a673dbcb0005b9fcec,None,16,512000000000,0.000006716328
NO - 0x6465ff845bc571ad991454a3e6cfe3790d369cd2,None,16,512000000000,0.000006716328
NO - 0xbb27a98589d60ccbc1e6a1cc4d0dee9c3dc77aff,None,16,512000000000,0.000006716328
NO - 0xa4d06dbd84a7d1440c6683bb0473b37d6b20f97b,None,16,512000000000,0.000006716328
NO - 0x7486a3a5d5e744b2bc3d781f0cce7df196b3ed74,None,16,512000000000,0.000006716328
NO - 0xb745eeda2db353a3e649a3774fa759533caf49f8,None,16,512000000000,0.000006716328
NO - 0x59e3c89105161c19f2883844f87e4478c0f62e4c,None,16,512000000000,0.000006716328
NO - 0x7e6f9355ca9a963922b09662de12d45e707ce5b9 - Stader,None,16,512000000000,0.000006716328
NO - 0x0e023ad32abae0fca425f787d4445871b4533e37,None,16,512000000000,0.000006716328
NO - 0x9c790668473cd455591702692abcbfc1cf28a4ab,None,16,512000000000,0.000006716328
NO - 0xcbaee6585fc0d87b857f9528ce8d0973c675c4a1 - Stader,None,16,512000000000,0.000006716328
NO - 0x565676815448024f070b084affe5fdfb6573c332,None,16,512000000000,0.000006716328
NO - 0x8f24dd657ded19910088e93295d680d9854b31a4,None,16,512000000000,0.000006716328
NO - 0x56a974ccb886c53e51432f1cb4cc08e83979f30f,None,16,512000000000,0.000006716328
NO - 0xab916e9d7113558ee6d54084b2541098e2cbe5b8,None,16,512000000000,0.000006716328
NO - 0xb1855d6eb0af9d5cf3cfee55dffe594cddc37072,None,15,480000000000,0.000006296558
NO - 0x3f0ea7de2fb5c64f4cb621fe40f9cf08165e8f3a,None,15,480000000000,0.000006296558
NO - 0xeb7c10c7cd6c5872f3e1b0c25f6267709303a06d,None,15,480000000000,0.000006296558
NO - 0x81654cf96ee8656ab585913e3a4ecf2b1f563efd,None,15,480000000000,0.000006296558
CSM Operator 269,None,15,480000000000,0.000006296558
NO - 0x18729abdd7b9f36ac5d5f187189541cc70f49154 - Stader,None,15,480000000000,0.000006296558
NO - 0x3b0b98612bb0aeba462b2c674c171d80bd2aa208,None,15,480000000000,0.000006296558
NO - 0xd2c45ab3b7c5eeeb152c951286d7711fc5ecab55,None,15,480000000000,0.000006296558
NO - 0x5d42f7fe3611f1cfb5d879f6fd2b8896af58cb6e,None,15,480000000000,0.000006296558
CSM Operator 2,None,15,480000000000,0.000006296558
CSM Operator 209,None,15,480000000000,0.000006296558
NO - 0x22157c72ab16a98897b923f9a5819449a7e2e877,None,15,480000000000,0.000006296558
NO - 0x4b86298b76edb2c84dde55f14e4d3a64ef1853db,None,15,480000000000,0.000006296558
NO - 0x27dbd7eddace1d642422938b1ab85ff0bf3d164d,None,15,480000000000,0.000006296558
NO - 0xf2c102400e1ce4148b04f021101dec8f68790442,None,15,480000000000,0.000006296558
NO - 0x5bd6cfddabcc0eef66cc66c2154205d64a3a50d9,None,15,480000000000,0.000006296558
NO - 0xe2f1a97b2781b869d40660b5a3b8a53b4dcf74c6,None,15,480000000000,0.000006296558
NO - 0xbf15787f77029c3a8388e5b6302dbb0950e29ebd,None,15,480000000000,0.000006296558
NO - 0x7013a43dd379e823a5764615d410751ea828a9fe,None,15,480000000000,0.000006296558
NO - 0xb4e70e24ec3546fee830213d969d855b99fdd112,None,15,480000000000,0.000006296558
NO - 0x37624b00a536884b45d17dfd10efdf65fdea73ce - Puffer,None,15,480000000000,0.000006296558
NO - 0xebfb1b6dfe064fc69531c124609bd24ab24ec30b,None,15,480000000000,0.000006296558
NO - 0x70f2c2b5341d5fb934f37c66b06177d986c4c976,None,15,480000000000,0.000006296558
NO - 0x33043c521e9c3e80e0c05a2c25f2e894fefc0328,None,15,480000000000,0.000006296558
NO - 0x5cfcd23d43c243b99bcdc1a4e53127ea701a80d3,None,15,480000000000,0.000006296558
NO - 0xac408589010deee4cd3b62a4ebcf2e75d244e494 - Puffer,None,15,480000000000,0.000006296558
NO - 0x7da0266517524fe3e0e7d2fab949aded6e41c513,None,15,480000000000,0.000006296558
NO - 0x57ce8a3b9a161f665f0ba4bb62a34ad4a1f297c9,None,15,480000000000,0.000006296558
NO - 0x9fef46c2e08aa0627f03b8402000ddfc8fbd42af,None,15,480000000000,0.000006296558
NO - 0x26c6d1c9e44a0b8d6bc1941df121649b2e3a525a,None,15,480000000000,0.000006296558
CSM Operator 181,None,15,480000000000,0.000006296558
NO - 0xda9e30c9ad2b720fb6037bab20326e28cc04751d,None,15,480000000000,0.000006296558
NO - 0xf4d93a6ea46032b2fa1e2a8af795fd78e8bee932,None,15,480000000000,0.000006296558
NO - 0xe55c977b68c58db4082fe042c75e857534570dab,None,15,480000000000,0.000006296558
NO - 0x64c4c47bcc6807fb01edda679faf0b7bc0ab1619,None,15,480000000000,0.000006296558
NO - 0xeeec6c148033317cfd3503d00ce5b84199a72dfe,None,15,480000000000,0.000006296558
NO - 0xf2655b86f893d166a21a0400d58bc48f8e4acd62,None,15,480000000000,0.000006296558
NO - 0xb8b8ddd96e0951f98dfeff6aed374cf2efe183ad,None,15,480000000000,0.000006296558
NO - 0x09611b298fcf9351c8a83b2ff0fca5fa4468bc7c,None,15,480000000000,0.000006296558
NO - 0xfc625b74b917296564d4f32ccea7c30275b873f9,None,15,480000000000,0.000006296558
NO - 0x8ed651913dbb672973bee7c99fbbb487e1468e94,None,15,480000000000,0.000006296558
NO - 0xb0cdf9157117f1f262b3969756c83a90c78683ac,None,15,480000000000,0.000006296558
NO - 0x0eb166575436c2187fc28ae1415941108769a416,None,15,480000000000,0.000006296558
NO - 0x5363e0792a44b330240a06469f36cdfcb253c8c1,None,15,480000000000,0.000006296558
NO - 0xc942b5aa63a3410a13358a7a3aedf33d9e9d3ac3,None,15,480000000000,0.000006296558
NO - 0xe044ca779f8bbd780fbfd7633a93fd6c331fe647,None,15,480000000000,0.000006296558
NO - 0xa0ee709e98d68dcebc1da8c7abf02f6fcdad7ea6 - Stader,None,15,480000000000,0.000006296558
NO - 0x5a833f16545e2fdb0e17f9ba67b8e205aca71a41,None,15,480000000000,0.000006296558
NO - 0x49d699e149d76d24e8ba707f43f5b6e7df78d96e,None,15,480000000000,0.000006296558
NO - 0x96a6689031f48a857d344e1a42fdb272bb15d621 - Puffer,None,15,480000000000,0.000006296558
NO - 0xb366dd28be7449450b8443a384227b87a8ddb0da,None,15,480000000000,0.000006296558
CSM Operator 74,None,15,480000000000,0.000006296558
NO - 0xc559d746b38ca5c3a763d9155e7baaa37fca0aa2,None,15,480000000000,0.000006296558
NO - 0x51ca6df029329dd9774af5ff247c097252be9e1d,None,15,480000000000,0.000006296558
NO - 0x5c1a4bcf58544204cb0f18d24184651a113c97cd - Stader,None,15,480000000000,0.000006296558
NO - 0x22d53234888e0aa0b4d39ece5774cc7d8a6b62f9,None,15,480000000000,0.000006296558
NO - 0x3ff000c35e217a8721e3ae6fdfaa8b612680d8c3,None,15,480000000000,0.000006296558
NO - 0xfce320d4c85e35a605b86d53bbd41cf736a82a00,None,14,448000000000,0.000005876787
NO - 0x37f7b388268ad9fcb0bcccce1af20a8b9cb43c9d,None,14,448000000000,0.000005876787
NO - 0x56eccf730d31bc0d752b3e179d845c2a64cd1d44,None,14,448000000000,0.000005876787
NO - 0x52f849b0a856101f27feb0afeeaec16a0904046b,None,14,448000000000,0.000005876787
NO - 0xcc274c3dc6ed736939b949e98b1b32cf6d7cbc4d,None,14,448000000000,0.000005876787
NO - 0xc8998455cb2584d8489c2bd280e2a4d5e977b738,None,14,448000000000,0.000005876787
NO - 0x9211868df1b533ec5d5539824f84c6f90b6497cf,None,14,448000000000,0.000005876787
NO - 0xa390241dcbcac7cead6b347043f0369e442b0c4d,None,14,448000000000,0.000005876787
NO - 0x5dec089d1784839ed12d339fa880d71a715f3339,None,14,448000000000,0.000005876787
NO - 0x5c1f79067c078802cea37fbfe4d782c08f4d11c8,None,14,448000000000,0.000005876787
NO - 0xd3ab3ce2c2cfa361acd5981f569623f4aba9f832,None,14,448000000000,0.000005876787
NO - 0x1c73b57f8c7ff6856e18ca7d120d63c94476b761,None,14,448000000000,0.000005876787
NO - 0x5198bdeb571e468443bfe42b95fe413d34adb034,None,14,448000000000,0.000005876787
NO - 0xdb0b82dbce6bbc363585d41d793732994f25f144,None,14,448000000000,0.000005876787
NO - 0x08a6e85de1e2e86c5024d499a54655e8bbaeb4f2,None,14,448000000000,0.000005876787
NO - 0x75708f2056b6ceff3e1d67185bf552fd023b6baa,None,14,448000000000,0.000005876787
NO - 0x0f66bac4f971bfbd7c931de75a8ed753bb52dc2f,None,14,448000000000,0.000005876787
NO - 0xbe04f7b4e814b2639f047765dbcd8f74d217bd3d,None,14,448000000000,0.000005876787
NO - 0x0ebad37391687e49e5acaf0b51cff6366c4fcbc9,None,14,448000000000,0.000005876787
NO - 0x2e8946e7e3a588ffcc79a511a86b992915d5bda4,None,14,448000000000,0.000005876787
NO - 0x4b2ea4150d59b0381abae2976fd1208dc91cb724,None,14,448000000000,0.000005876787
NO - 0xeb79840b2535e73cb6221375ee1ee90c3ea2b649,None,14,448000000000,0.000005876787
NO - 0xda00f6c13de120f4c00c5af973909681a22f211b,None,13,416000000000,0.000005457017
NO - 0xc1a359e5b75b43be4446021915eeabb4a4dda849,None,13,416000000000,0.000005457017
NO - 0xe16b651e364b84fa8650d9f9615636a8ce0535bd,None,13,416000000000,0.000005457017
NO - 0x5d9d226cd75c4beeec14f5b572d8bfb0ed2046fc,None,13,416000000000,0.000005457017
NO - 0xee65c1ba65fe86e77664f9b3537059a1be926d6d,None,13,416000000000,0.000005457017
NO - 0x57767d8000859535431fbc57ebfec43fd0515902,None,13,416000000000,0.000005457017
NO - 0x41fe9ad6b3216d8cd2ec0401b2173848f0c863c2,None,13,416000000000,0.000005457017
NO - 0xd9f01dd9d2c403245dd15c96db517f38c927134e,None,13,416000000000,0.000005457017
NO - 0xe426213c6b76c2b7f0cc40ce24e5c22047237d77,None,13,416000000000,0.000005457017
NO - 0x689074e013b40a2414e1960c66d28d9f5562eae3,None,13,416000000000,0.000005457017
NO - 0x80242b426d0ec426bacad13074cd7e5600c2df27,None,13,416000000000,0.000005457017
NO - 0x1fe46996e8104b04a38a91cde76ae85fa1ef2cdd,None,13,416000000000,0.000005457017
NO - 0xee336ab74d0e8456385e510e6e70c6947450232d,None,13,416000000000,0.000005457017
NO - 0x059777defc7ab1a3f53e148226255a616ac18f26,None,13,416000000000,0.000005457017
NO - 0xb5dee38024fd830858230c04ba4264aa2c8aee39,None,12,384000000000,0.000005037246
NO - 0x735e99c8efb9751abd3461b532e08a3f2e859de0,None,12,384000000000,0.000005037246
NO - 0x73764431e97922b1694075c55a2637873ea34aed,None,12,384000000000,0.000005037246
NO - 0xc0894d97a13f4e28f6747261504c31f55f2c1f7f,None,12,384000000000,0.000005037246
CSM Operator 239,None,12,384000000000,0.000005037246
CSM Operator 248,None,12,384000000000,0.000005037246
CSM Operator 193,None,12,384000000000,0.000005037246
NO - 0x89d492909b28d2a51d26d03a735bb180c0dc9f43,None,12,384000000000,0.000005037246
NO - 0x94fd1407c04fa0faef55061e00046c1468674e07,None,12,384000000000,0.000005037246
NO - 0xdbef206584d2b84b625c7d78067ae977f8ee1a29,None,12,384000000000,0.000005037246
NO - 0x3c1e0068229cc55804c5149330409f232605b8ea,None,12,384000000000,0.000005037246
NO - 0x11cdbf02aa2323be88134ecedd202083a9329805,None,12,384000000000,0.000005037246
NO - 0xea38850f86b3b851347fa0686e7620fa6919ccb0,None,12,384000000000,0.000005037246
NO - 0x350943973b59ae644013304c896cdabbee0c681b,None,12,384000000000,0.000005037246
CSM Operator 94,None,12,384000000000,0.000005037246
NO - 0x40fc94b4ffbe7d19ea4130c5d8319ab883562481,None,12,384000000000,0.000005037246
NO - 0xfea0f3ea4ce36b9a1423ba3449a01c074b5dbf03,None,12,384000000000,0.000005037246
CSM Operator 67,None,12,384000000000,0.000005037246
CSM Operator 321,None,12,384000000000,0.000005037246
NO - 0x226dd7546fff9f552c84fc43d172fec60e500dab,None,12,384000000000,0.000005037246
CSM Operator 146,None,12,384000000000,0.000005037246
NO - 0x48ee0abae316499e6d9375671c4b6ae406bd288b,None,12,384000000000,0.000005037246
NO - 0x0dbe770467c224824f7e1edc10737084886e90f3,None,12,384000000000,0.000005037246
CSM Operator 279,None,12,384000000000,0.000005037246
NO - 0x0d9af0da1a8f921c3d7567553e807ae5090b6dcf,None,12,384000000000,0.000005037246
NO - 0x0f617c3691dd48e7d2f909d48197a9cb49696f1f,None,12,384000000000,0.000005037246
NO - 0xac13542a4dd16a9d71da7170fbaf89f5aa289241,None,12,384000000000,0.000005037246
NO - 0x2c526d2681cf0cb3fda4af99cb3bdbeffb8c64c4,None,12,384000000000,0.000005037246
NO - 0xe6d901bd4aafbefc2f65130155977e7681c04825,None,12,384000000000,0.000005037246
CSM Operator 396,None,12,384000000000,0.000005037246
NO - 0x5524d4a14e66e36e3fdabe673bc3cc6ca83052c2,None,12,384000000000,0.000005037246
NO - 0x49169b2e9056cb58c81d17ceb0cdb162b7b904af,None,12,384000000000,0.000005037246
CSM Operator 213,None,12,384000000000,0.000005037246
NO - 0xfbb53fd8a60668c6396cacb1168cdf04998f2992,None,12,384000000000,0.000005037246
NO - 0x49845c74912745f81fb19f9af9a99ab6314d3949,None,12,384000000000,0.000005037246
CSM Operator 326,None,12,384000000000,0.000005037246
CSM Operator 347,None,12,384000000000,0.000005037246
NO - 0x3dc0dab1811dbd8e6fd3494a8c65b09e907ff66a,None,12,384000000000,0.000005037246
NO - 0xa62d75e508f45b68992dbd86dfc1e7099bc191d6,None,12,384000000000,0.000005037246
CSM Operator 208,None,12,384000000000,0.000005037246
NO - 0xb0ed2945cf1ffdf5c2ec0ca152af8ad1b1243d00,None,12,384000000000,0.000005037246
NO - 0x16d5eca149558ac49cac52ece17ba7796b06fc53,None,12,384000000000,0.000005037246
NO - 0xed266951e71e7eb189b1525dcc2d21294c3c391e,None,12,384000000000,0.000005037246
NO - 0xd1633ecaaa885b750500e0733f685a1b400d16b3,None,12,384000000000,0.000005037246
NO - 0x43ddcf658c98c20562524fb155de3a4f6ac72f9d,None,12,384000000000,0.000005037246
NO - 0xf34007be7d0a8c8956b5418e75984405cd14efe0,None,12,384000000000,0.000005037246
NO - 0xf15bfaac1d94e2dd1ae6e14da163010a90250a7b,None,12,384000000000,0.000005037246
NO - 0x32ab167b2fd295bce4033100f86d3e5db4af30a7,None,12,384000000000,0.000005037246
NO - 0xfcf8752887fcad4e0f6935fbaa280514b4d9d9cb,None,12,384000000000,0.000005037246
NO - 0x3da9254fe8f0f8cd4677cb59e436dde0eecf6946,None,12,384000000000,0.000005037246
NO - 0x0f28f81da622fddf01e728f524c24011e5dcffe7,None,12,384000000000,0.000005037246
NO - 0xcee6d17eea7613060066027ff38c9471b096e35b,None,12,384000000000,0.000005037246
CSM Operator 267,None,12,384000000000,0.000005037246
CSM Operator 369,None,12,384000000000,0.000005037246
NO - 0x68454f57f4913968ec2cbfd7ac2b03258c67dc55,None,12,384000000000,0.000005037246
NO - 0xd78785da5196122393b4a5bf742f9bc762afc9d2,None,12,384000000000,0.000005037246
NO - 0x14cfbd1d60684f32b5b3466829d5760384618c81,None,12,384000000000,0.000005037246
NO - 0x26c7b449a8a51541c17672baecec26e95a84b442,None,12,384000000000,0.000005037246
NO - 0x3152c2a63e675a2e85202e7026e2c2fec509e0ad,None,12,384000000000,0.000005037246
NO - 0xb9508453017e8b1b734721be65d4ddbcc3d06019,None,12,384000000000,0.000005037246
NO - 0x54069bee0f3c2ba85eb6016913e30f097e1e1b53,None,12,384000000000,0.000005037246
CSM Operator 113,None,12,384000000000,0.000005037246
CSM Operator 36,None,12,384000000000,0.000005037246
CSM Operator 64,None,12,384000000000,0.000005037246
CSM Operator 149,None,12,384000000000,0.000005037246
NO - 0x3b0a5a9fde2fbda7d27fb8f03cc27e11e76e23ae - Puffer,None,12,384000000000,0.000005037246
NO - 0xf8d6d0ec26bbc1d552b81f90e366251ce4332508,None,12,384000000000,0.000005037246
NO - 0xd0908e80923c9589c225f443fe7243c000b01175,None,12,384000000000,0.000005037246
NO - 0xa329196f5759567b848e1ee22d834ef63d28af17,None,12,384000000000,0.000005037246
NO - 0x3ddbe4c44eee6fb807c483c8b3a7fb6ad330ba36,None,12,384000000000,0.000005037246
NO - 0xccd8e73e8ede2983c2b3a6806adf0eef58aa3a06,None,12,384000000000,0.000005037246
NO - 0x6589bdb0319dc119cf8c37612ab1e7fc623d44af,None,12,384000000000,0.000005037246
NO - 0x2aa70926cf62dc9625b84fb44d5c690e1c2be1e5,None,12,384000000000,0.000005037246
NO - 0xb50bda9cd9083613fc2ff4e4aed0687c0ff64015,None,12,384000000000,0.000005037246
CSM Operator 281,None,12,384000000000,0.000005037246
NO - 0x223fd5ab8c2d40912ec7ed6731c5782d3f706317,None,12,384000000000,0.000005037246
NO - 0x345f936c92abb389ae10870d17ecddc93adce3d9,None,12,384000000000,0.000005037246
NO - 0xdf4438e7151431c1aaebc1b04be806f2a1cb0976,None,12,384000000000,0.000005037246
NO - 0x3c2279429d7c2db864fa38b8ceede7241c51f7b8,None,12,384000000000,0.000005037246
NO - 0x6919ef5a60386c3389307271ff2fb489eecd523d,None,12,384000000000,0.000005037246
NO - 0xd9a3f2b1b9a8538992d49e577b684e3e84aacda2,None,12,384000000000,0.000005037246
NO - 0xf2d1a0ca76a5c8cdb5cdb011f7e93f1e3ea2953d,None,12,384000000000,0.000005037246
NO - 0xe3a7ebdbc8201a151a409595093ad06b760ff173,None,12,384000000000,0.000005037246
NO - 0x2ba16f6a42df7a006f400e5a101b05a64efc6484,None,12,384000000000,0.000005037246
NO - 0xb736148e99b1b0bf7e8be4dcd33466b855db44fd,None,12,384000000000,0.000005037246
NO - 0xca16dd8bc25fb8c1061f49e243dc06f7b6e3de09,None,12,384000000000,0.000005037246
NO - 0x357c538de7b6d7869f0bb6c93dcd0a25d6ccdff3,None,12,384000000000,0.000005037246
CSM Operator 155,None,12,384000000000,0.000005037246
NO - 0x35a4f2b135e3c1b49f16e3c8d6accdccaa98b6c6,None,12,384000000000,0.000005037246
CSM Operator 131,None,12,384000000000,0.000005037246
CSM Operator 161,None,12,384000000000,0.000005037246
NO - 0x9d3e3387b78314a3ecd6deabb9b7bb681362b125,None,12,384000000000,0.000005037246
CSM Operator 86,None,12,384000000000,0.000005037246
NO - 0x4efc3e587a4c3ae0899a0f6e20a78393fc9e39c8,None,12,384000000000,0.000005037246
NO - 0x0123cafe4c792d6255bb94357bc98aff2c916a4e,None,12,384000000000,0.000005037246
CSM Operator 202,None,12,384000000000,0.000005037246
NO - 0x85f7872e6312c205468839e9c0a32353755181d9 - Stader,None,12,384000000000,0.000005037246
NO - 0x44db3af9aecd8c925a56885443ee259a31cdb3c4,None,12,384000000000,0.000005037246
NO - 0xfd42f4cd3f64cfed937fd102993d45309fb9dd6c,None,12,384000000000,0.000005037246
CSM Operator 250,None,12,384000000000,0.000005037246
NO - 0x93c2583410d3b1d603de0763f773fd33f5bf1dc9,None,12,384000000000,0.000005037246
NO - 0x5cce37e6ec78057ff96c0cf2f9a10dd8c2081388,None,12,384000000000,0.000005037246
NO - 0xc44b0378e400a9958219ec8f294c23b9976e3c5d - Stader,None,12,384000000000,0.000005037246
NO - 0x795b4d5aba640832b7321097363e5cfaf6a9d560,None,12,384000000000,0.000005037246
NO - 0x7ca610a167c6c2f5e49e5515b8edab816b3f6b9d,None,12,384000000000,0.000005037246
NO - 0xacb5e9f26106df7eac14931aee05755c942d0880,None,12,384000000000,0.000005037246
NO - 0xc8f41b4d42ee959563f108310b9fb7b8cfd06b97,None,12,384000000000,0.000005037246
NO - 0x9091b2035f6c2cb1889c1b81038aa25d2b8ec574,None,12,384000000000,0.000005037246
NO - 0xf1d1283b1a4dafe4f474d8b35dba9e05abb0e89b,None,12,384000000000,0.000005037246
NO - 0x1236b342b284d26f8d0072e35787897b6da6a2eb,None,12,384000000000,0.000005037246
NO - 0x518fb1e307bd33c8cdd191d96009cfbeb3165faa,None,12,384000000000,0.000005037246
NO - 0x948b56b16fbc17fb2d667ec6f0742c4251114284,None,12,384000000000,0.000005037246
NO - 0xa92c714ec359278d49dccc562e73c31dceea1ddc,None,12,384000000000,0.000005037246
NO - 0xaec3cbea266d12911630ce5dfb58975f8b9d43fc,None,12,384000000000,0.000005037246
CSM Operator 335,None,12,384000000000,0.000005037246
NO - 0x5281cdf5400f8aa3a53e5833e2b4cfba3a751c1c,None,12,384000000000,0.000005037246
NO - 0xded0ab3f261b25a612d6d8ca655660843cd1770c,None,12,384000000000,0.000005037246
NO - 0x16e19be15a54dc3b5e9e0c6793a17d5a084ed465,None,12,384000000000,0.000005037246
NO - 0xdaf8667875d27ebd1bf70c72f135492260e3037b,None,12,384000000000,0.000005037246
NO - 0xf856784bb80a7bfbf3d4fbf841151e654773d201,None,12,384000000000,0.000005037246
NO - 0x26b8fbdb56537a278a59c68f52ecc77c780092fb,None,12,384000000000,0.000005037246
NO - 0xef22508c71a620f7af8389638b3ccdbd7d74a19f,None,12,384000000000,0.000005037246
NO - 0x996d774e75955df92d56a0aa148aaf76bd3c7adf,None,12,384000000000,0.000005037246
NO - 0xb5dbc1625b92d36d7f01d339fa1c17e0ab82552f,None,12,384000000000,0.000005037246
NO - 0x2074187c3402e08031e68f7a4936117731c5d30c,None,12,384000000000,0.000005037246
NO - 0x174a6c620b69aec68b1fabdb0b5ac934f534a338,None,12,384000000000,0.000005037246
NO - 0xd89a905d5c18f95b7f76e0ab820403ad6cc17229,None,12,384000000000,0.000005037246
NO - 0x949953b4ab9748992f3b9841e2f510d502ec2c8e,None,12,384000000000,0.000005037246
CSM Operator 139,None,12,384000000000,0.000005037246
NO - 0xcf2dfcad01999013624b790fdcf5382aafa7eb38,None,12,384000000000,0.000005037246
CSM Operator 230,None,12,384000000000,0.000005037246
NO - 0x855a05d6606ab3bff711752f3dcc6459f97e6a07,None,12,384000000000,0.000005037246
NO - 0x1f060e36afd4e430b0dc4b8f6366a58f2abb513a,None,12,384000000000,0.000005037246
NO - 0x4c47c6ece687cb6493dc9bf0fb51cdc04b6183c5,None,12,384000000000,0.000005037246
NO - 0x24369d84f19e2ebd17ca0e1bb2048db660ac0747,None,12,384000000000,0.000005037246
CSM Operator 225,None,12,384000000000,0.000005037246
NO - 0x22436799703db804aed5d4c3aa96168c0974a5b4,None,12,384000000000,0.000005037246
NO - 0xb80b944f12015598196d65fe8d9e33611f4cbf05,None,12,384000000000,0.000005037246
NO - 0x328cdf6fcc267f7779220b01569876f8f4a48b06,None,11,352000000000,0.000004617476
