owner,validators,effective_balance_gwei,share
eth1:0x0d075554d54ad4fd47754df812efe8cf20392bae,1,32000000000,0.000000896184
eth1:0xd962dfdc4ddc3b224006fbf38997d457baa7c2fe,1,32000000000,0.000000896184
eth1:0xcc6cc6ab100ce9ff8db38b5cc3be20ccd3c145e0,1,32000000000,0.000000896184
eth1:0x05688e4c577e66fac47d216579aaeb1b6ce73def,1,32000000000,0.000000896184
eth1:0x65202408906bb31dfa141bbde2e2f3566bf7d054,1,32000000000,0.000000896184
eth1:0x527370598cfe6b99677ba6dd6e46f56f9d54d40b,1,32000000000,0.000000896184
eth1:0xc7683f299bf4676a44bfd0751ebc0bd9439e9fc0,1,32000000000,0.000000896184
eth1:0x5ef3894e8f08aa63b9268c281600062920074e45,1,32000000000,0.000000896184
eth1:0x0eceb1c44f8d018415c5561b1636daff7b579fb8,1,32000000000,0.000000896184
eth1:0xdf3a5352413694603f18b003041f05526c4894e5,1,32000000000,0.000000896184
eth1:0x763768afa3b9698ef6a59487bc6e11f542a32113,1,32000000000,0.000000896184
eth1:0x3717cd999d044df6e86f8edf9918e5760f6bd42e,1,32000000000,0.000000896184
eth1:0x0abfa0d40f61d25a2e0b1636462be46cea5f1fc4,1,32000000000,0.000000896184
eth1:0x8641a7c2a913b7e114e46bca8f1ee937211e5ca1,1,32000000000,0.000000896184
eth1:0x1ea86dd384034a3a15d55b2b3f604033c4224753,1,32000000000,0.000000896184
bls:0x006eab2ff80fe2bdbdd5b53dbe6c43661f773a6916824bc8f1f83d316bf2da6f,1,32000000000,0.000000896184
bls:0x00ab440b2896d4bd9497e6233990dcf638ab74b3572395d1b3d45e4b82fe8e21,1,32000000000,0.000000896184
bls:0x009fa0ae628226af1bb9fc475b95f94a62cfdeae006da8d2e6df5041cd5a5dbe,1,32000000000,0.000000896184
bls:0x004f83f1e0d9e8257ff887677adb7ac5dea63f810ce9976a92cd218fe979e24d,1,32000000000,0.000000896184
bls:0x0041d68431f6e9be00eccb07af144679d5df69471f32f1a9ec88893fa2e23744,1,32000000000,0.000000896184
bls:0x00edecc98b5cdbc966ae7091490ec936a2c7e1d37e7cb9ff8c1593caa903535d,1,32000000000,0.000000896184
bls:0x000072a146d18a978ad2531b9c258701fe0a98d311701383be208bf32bdbef8b,1,32000000000,0.000000896184
bls:0x00a44683e0d93766dfeda8fc0e6f8bd884190744549e23388db3b1807198f44c,1,32000000000,0.000000896184
bls:0x00c5c3df9444c24b0b14249ba4d399d7e8c01396253539650fe490e5bfecabc3,1,32000000000,0.000000896184
bls:0x001862354c27dba59f23ca952929a62aaf9819e04224ac7f173b9581f618046a,1,32000000000,0.000000896184
bls:0x0053bd905424a239919366e1e778109ceffae503567d6459c11ccf187f5bd2f8,1,32000000000,0.000000896184
bls:0x001082e74bab329c3384c16803be4baeef09fa01ccfc610207b8e54c489fd752,1,32000000000,0.000000896184
bls:0x0097e00813c8cffa6f0251a3c14b21df9b502e77fa63d9a2fd1d3ef424964486,1,32000000000,0.000000896184
bls:0x00fa1c1c41cf0104238412e0b6dcf6909dbd4f473760cf127fd843244ccdea70,1,32000000000,0.000000896184
bls:0x0071e09e0cb485564fe5a5bda90bbe7befa2956fd8bfb08a8a51907b2bd6ded4,1,32000000000,0.000000896184
bls:0x001d71d89ca6ece0d35a68a6982471c5d12ce7507f0dba6cfbeda0f4c85d95b0,1,32000000000,0.000000896184
bls:0x00c87f6d5af7c8bc2419c7eae88fdfb71fddf2564e6b660f29e860025a4ef566,1,32000000000,0.000000896184
bls:0x00ace1f1dd435f942d864d7fe4d55cbcba8cbb0762e2036e14cc98aa2fd6e048,1,32000000000,0.000000896184
bls:0x003ab1b8bb2fd851a425db86c7527a9622eaa8fae983bfa34447574fea67acea,1,32000000000,0.000000896184
bls:0x00f275dda5fe33ec283169ca96cb0bb5c9b3ae35d44810c01cb6a819423df700,1,32000000000,0.000000896184
eth1:0x3271c13b806ff323a4313ce3eaea0de9ccd18f77,1,32000000000,0.000000896184
eth1:0x3292fa8955936809f3360aed295da519db64a369,1,32000000000,0.000000896184
bls:0x00735feb73c29bae5903d424bea6ac9b8f61766ba688046f4382eb6e1eadf90d,1,32000000000,0.000000896184
bls:0x0021e0f0ded4e3410156f0d884788091bb149d1af5ca20e70f37d314ffb2ec72,1,32000000000,0.000000896184
bls:0x00ab085e8f00e6daa87f4b1de4a7ff1e252387fa08a97393f33e4ce9934f69fe,1,32000000000,0.000000896184
bls:0x003342e58233943e4f71b09b0ce37a59f360de7739e6e300a229450240b45f74,1,32000000000,0.000000896184
bls:0x001e3468808821ebf8f7d3fce2bb4ba56a1bcf7f3603bc8ce66604c4c2523a7d,1,32000000000,0.000000896184
bls:0x0043f64890224ce88da07c432fc1ff1d0513791f2784f5ec9c934876f6bd71d2,1,32000000000,0.000000896184
bls:0x0032f91095c89b5d1bcd1de756d664a6cdc99ba9e1bb9b72952a4486a49c4b55,1,32000000000,0.000000896184
bls:0x002763bd958021c7e34b601111115b400262ceb69f5e8faabf28160e0c0f39e8,1,32000000000,0.000000896184
bls:0x00bfece9e23db44882fd0897fc2aacfd149543655be66fc68a768f1f55c34474,1,32000000000,0.000000896184
bls:0x00e054ca390b0b55e797dc8bf442ac110f9b9042cee9870a0e38e961994743e9,1,32000000000,0.000000896184
bls:0x005789e264c78044cbdf43e5be094f53905caa01a2fe217832dd89a1be91dd22,1,32000000000,0.000000896184
bls:0x00cb948775c9893e7a85096ddf205558ab549a44e8b44cd2ca4725c8f5e4b9b0,1,32000000000,0.000000896184
bls:0x00092df8534c01f672c060b5bdd2abde6f4c5a6603f8884b1c7145c83c331684,1,32000000000,0.000000896184
bls:0x000e05d2d1a998c2196a6d92f1bd4f1cfa35ab686cc50e44575c48d3f8918683,1,32000000000,0.000000896184
bls:0x00a9dc3af9701dd1522bdd24beaf5fca297b18995e4efeb91f9463533b0c3289,1,32000000000,0.000000896184
bls:0x0054613f7f494789ddb6b22855a6f3d2af8b041d229d3ec06889c27071bd4a3c,1,32000000000,0.000000896184
bls:0x008b202bf2e00412f4eb2ff7d89e17e93c0f158037af2d8702e861781b83e07b,1,32000000000,0.000000896184
bls:0x00dc8adffa6956e14684a2544954f57c4b10b5289aa9754fa1f570c1951ee1d9,1,32000000000,0.000000896184
bls:0x005d56a19dfcac3b78b61c4bfa26477f14163dcc04b3be74329882cc57998279,1,32000000000,0.000000896184
bls:0x000f2bb11217c709587f1178fad075a40ffb3564289ab5f0cf8184fe1f81c38b,1,32000000000,0.000000896184
bls:0x0004969014e8da4d35ecd9bb8e1b20d2e4bf6af9f4efe373ac3ced1a2c27c798,1,32000000000,0.000000896184
bls:0x0066ac85324dc60b7678aaa4e2fe473870244a1968783a7ec88ca19de23240b4,1,32000000000,0.000000896184
bls:0x0006943af420f785e40b628148415ab6b00857ef625987e72e0fa389693a28d4,1,32000000000,0.000000896184
bls:0x003091c9c217018b00f8abc7123dbbb76e236c1ebb1b202d04ab3c37b4ce44b0,1,32000000000,0.000000896184
bls:0x000acd5b5d03bea60318a305287fdcfc698b1a1be5aca477996b3319b6fedac5,1,32000000000,0.000000896184
bls:0x00d0c7497964b6b8fc8e5a701b37bf30a16f8c0eb7d907a4e28a1296dfdd9c21,1,32000000000,0.000000896184
bls:0x002337abe36cb5e4f60e0fdccd89bb1bcd3c6e076285266cefb26212fe17f51b,1,32000000000,0.000000896184
bls:0x002ebb4f28e19261bd68d72c085a04e293f041618424f4117adecd2101b9e606,1,32000000000,0.000000896184
bls:0x00af648abb6063b2c4a0bbb562090dde6179ed76a534094f3dddea187a4370ee,1,32000000000,0.000000896184
bls:0x008a2f5aa3498b8f89b8002355410f690d6dc4b6186b9aea5c3a406170d1dbe6,1,32000000000,0.000000896184
bls:0x00207cd71278aea2b0aeb5d085d6a40d38f43eb7e843a2f10baaeb09ef1df887,1,32000000000,0.000000896184
bls:0x009f6ccd504f3ed16806c145bab4b495735cc681f6cd7d17d09fb06527d8ecbd,1,32000000000,0.000000896184
bls:0x006041d2d969c3c8bf1d20d6b165a7b23054f197edce5e12f0c2b24764061404,1,32000000000,0.000000896184
bls:0x000f5063fbe5a9a4c5ffb0f358b290a26bb0bbecf3320df7e3933646cbb40070,1,32000000000,0.000000896184
bls:0x00d096bccf1962464d0bb32df2e3ecc81bfdbdc12bd8c09c2045665bd4540009,1,32000000000,0.000000896184
bls:0x0031d33a41c2fa8b7d287b9e8a7092c6eb8707a3f79d78c44b7d62d8d54ecc69,1,32000000000,0.000000896184
eth1:0x53f7253c70f1a370e93f6d34c1257e1aa40ed773,1,32000000000,0.000000896184
bls:0x004d8e032cf4668575f0f8c073850c83b0e081f193e505b38ef177d992148956,1,32000000000,0.000000896184
bls:0x00569262b80e9ad378f72efbbf80fe36f950808e4f24679673a2cc4564bc4c38,1,32000000000,0.000000896184
bls:0x00953c9216a9da0939b747ccd9caecbcdc01d4f309cf47d276b41e431994f177,1,32000000000,0.000000896184
bls:0x00ecb69964100d14ca8d2f6a82c8178d1b6d3d33f7a33e38e5eacf457daafd09,1,32000000000,0.000000896184
eth1:0xe57ce1fb6dd0449221c9902fdb8ae1c40c1f8b94,1,32000000000,0.000000896184
bls:0x00241bb5bd2cf6b6f38963e6de7db18fc68af22a08d5117e33f9e50003ff2346,1,32000000000,0.000000896184
bls:0x008cd60ceb0da91e670b61b35317dbcef065171cccdb020f1bc164d4b9756b82,1,32000000000,0.000000896184
bls:0x00d81af9a1690469e0737b1b820bcf37b8f8c262e78c12c29943f817b3bd9e29,1,32000000000,0.000000896184
bls:0x00b943c5b1aeb54ba8f71bee6c3c877f157b87386f755cc5b68b93aa03f4c5c4,1,32000000000,0.000000896184
bls:0x00d1c6064463d8118f163c8b8691469404c71a6b567bee8b3f3db2e582f03e36,1,32000000000,0.000000896184
bls:0x0082db689a707f76767c405b60685b8c8e7c9d9864e404b2d2abef7295520892,1,32000000000,0.000000896184
bls:0x00e4e6bb98c8edb908a587e4e0c69b3255be7c409e97660ea0db11f6ebc63214,1,32000000000,0.000000896184
bls:0x009d81d09c97b26e76c16fc9e5aa1c97ec6eea6d8517efc25f9b472c6706048f,1,32000000000,0.000000896184
bls:0x0025d7d0d3d8715cf8a105eab71d156c45c3e6c2fffb8986d471cb875242fb43,1,32000000000,0.000000896184
bls:0x004ba854dbf75907ff216464e63732f7f04516b63fcaa876f80bfeb1aabf67ed,1,32000000000,0.000000896184
bls:0x0021f5c5bf3036046341d55a92e2cc7ad46407a9522aa30d0cd57686cc8e2c16,1,32000000000,0.000000896184
bls:0x00008b1c344ba12e7cd63775c62d992df9840877f0b9bce0688b5edeadfb4928,1,32000000000,0.000000896184
bls:0x000d65b3cad0d49877c04f0e99abea355d7fd49a720594f134c957850c86a1d1,1,32000000000,0.000000896184
bls:0x007a2deb23e86288a0bafca46d48300b5cc4e5056e91609250b535fdc473501a,1,32000000000,0.000000896184
bls:0x001758ecdb1863f1386b8237ba645351357d5d0bfcea07fe3c7adc6958b5f936,1,32000000000,0.000000896184
bls:0x0030546992394ad1cf97e8b7f48d8ddd11961ec35861acf579ae21d8f7159750,1,32000000000,0.000000896184
bls:0x00c89e61fd9f6e572b5b90bacd4d79fc8cead801505db9a8258c517c899b676c,1,32000000000,0.000000896184
bls:0x002f14a2c220501b4f6f60259612dbcd5056c6b109907fef0cd177d80157dd54,1,32000000000,0.000000896184
bls:0x000a12b4aa20ed87bdf683950639223ef10b379f49c1a3759145caa192a51d17,1,32000000000,0.000000896184
bls:0x00063095e151e1639dbc992973e83877c9bd024ff32b472dc4b9bb123d34937a,1,32000000000,0.000000896184
bls:0x002ebe62fce9d14f72ef5ac3ae4cf4e6779e5c01993b1e09d1264842f61b9cba,1,32000000000,0.000000896184
bls:0x000a4c81489ea8396fe67aa7f32c480fd3adeb604ed19e17a22dbdc7d70ce322,1,32000000000,0.000000896184
bls:0x00b097e718ed37bc88fb721600fb54d9343245b9729d4f48a187ebea616293a0,1,32000000000,0.000000896184
bls:0x003b95b3e5c99991ced1b51dc5bf75665e80d8a0101e0457181b812ac29c3a45,1,32000000000,0.000000896184
bls:0x008b16e7f260e08d4a95d3c544726e237a9818f4418d304804e0a745a6b2001a,1,32000000000,0.000000896184
bls:0x005a83f76ecebcf3ade47ff054b925135ebf3550ae8b2e82260ea61b2fad6cad,1,32000000000,0.000000896184
bls:0x008ea3f941fa7347e8b2c8dd28df6f32ce15b17d0ce1194d2cc5678654985ddf,1,32000000000,0.000000896184
bls:0x00c43479db3359e25358e0a711e9ae31bae2a68c08a1cf333561293ceee6364b,1,32000000000,0.000000896184
bls:0x005514387e8090880363339fb86c729fedcd934f5bc4c0671de657681cc2e396,1,32000000000,0.000000896184
bls:0x005efcaa10eeb6d8e919faaca69a08358bc45a7c9a1f83498df9a0dc42a51c94,1,32000000000,0.000000896184
bls:0x003278767f9e6317b1d03d9fb35e1d1ca972e8ef55b529f511560a4596368cfd,1,32000000000,0.000000896184
bls:0x00f678c689bc16959287353645a1c450f8ce926cfc4d1283e59fd5ef9f2834c9,1,32000000000,0.000000896184
bls:0x009fe8c6ac9d6aefb16bd4ac85cb6360f19874131a306825b36521beb9dc26dd,1,32000000000,0.000000896184
bls:0x009364ba1279837e784997e0f9fec1ad725e5cfc54d97372a016ad653f773331,1,32000000000,0.000000896184
bls:0x00765b79afb05d24f606a7192d29152ff96d3fd4261e1ce7e87454f229d2e344,1,32000000000,0.000000896184
bls:0x0045a2be126b5c255db81705889460d0802b145788b1e7bfb25a60812be6bf6c,1,32000000000,0.000000896184
bls:0x009ce067e6c5a238fe3ec227a2c23c3d1e3cdd98cb3def15ab7afca0f37a124c,1,32000000000,0.000000896184
bls:0x006b02fc91f91449c599c13e2fa115baabd0f1f106a2d705fed9debf4d7cfb2c,1,32000000000,0.000000896184
bls:0x008f875952abf0fa1e577e3993e38e39a4f8fbd509ee6bf63abf0bd0529c7061,1,32000000000,0.000000896184
bls:0x00fdfe659f5fb93b602fbdf8adcc67da529597d170fd0791691a45c2c2c54e34,1,32000000000,0.000000896184
eth1:0x964a9223a3fb3794289c42dbafeb2d8a3a841c78,1,32000000000,0.000000896184
eth1:0x5805932cc496c908bec93d787540e86f80105b89,1,32000000000,0.000000896184
eth1:0x12aefcb2213d64ecf4455b4b6b880a6331134003,1,32000000000,0.000000896184
eth1:0xef5ffcfd118b6883556fe6791a6f729be645c913,1,32000000000,0.000000896184
eth1:0xf500aa6f13f83fa22562af2133ebb81db0fe495b,1,32000000000,0.000000896184
eth1:0x71458ad975b64516f4b463939e20252aa32d29a1,1,32000000000,0.000000896184
eth1:0xd2064c9d0f6565b574fbce10865a498de06e1ea0,1,32000000000,0.000000896184
eth1:0x0d16e129e9c800c793628f072ace080cbaf8f6e1,1,32000000000,0.000000896184
eth1:0xface69a5500c190630fb6b5ccf440729f770f606,1,32000000000,0.000000896184
eth1:0x000000508390bc0dfabf0eedb4b01184f16cb96a,1,32000000000,0.000000896184
eth1:0x06ccb0c81aa764e683ed42a9997359bd3f7857b6,1,32000000000,0.000000896184
eth1:0x797565f59c82c23c80665c562874a610880b8cfd,1,32000000000,0.000000896184
eth1:0xa6a3d2bab3a19edd76705556c250f2d8c48d8946,1,32000000000,0.000000896184
eth1:0x02c58d41f05653baeb934b4b61f760ea81fff8f7,1,32000000000,0.000000896184
eth1:0x4328e0568cc07c4087fbd0f44a5fbb1c5742c38d,1,32000000000,0.000000896184
eth1:0x78129012665a8d674a223d15ed3499d8deb34bd6,1,32000000000,0.000000896184
eth1:0x949c08a16d43e241a5c963ee9567ef168c28b750,1,32000000000,0.000000896184
eth1:0x8ab5604a4a0ed759c9cee5c806185d42c5e4edde,1,32000000000,0.000000896184
eth1:0xec9e1036e0d32a8f05d1068df22ffab85fe42487,1,32000000000,0.000000896184
eth1:0xab6965794633a8cc667fbbb7977056831870defb,1,32000000000,0.000000896184
eth1:0x436e104a64603dae7bb368b4e6f5aa83256f267f,1,32000000000,0.000000896184
eth1:0xd616d83a0214320b0d4b89f9a0212a7c974c466e,1,32000000000,0.000000896184
eth1:0x43842fd6719e96d94c6d0139bc20fb4f59381c7d,1,32000000000,0.000000896184
eth1:0xfe6bfd08c49ec49ef55c6b829e7b81a95e8c9b1e,1,32000000000,0.000000896184
eth1:0x789224c2ce3361e5799dca41eebfb789bd4a9626,1,32000000000,0.000000896184
eth1:0x77f560ff4a6fea5e46fc2c3f5ef468a1a0fa7da1,1,32000000000,0.000000896184
eth1:0x861f005fe941b6b359a0f6d66c5d6dd667141eec,1,32000000000,0.000000896184
eth1:0x6a1f57bb4c97c0b558179e2c10e604b17334bac6,1,32000000000,0.000000896184
eth1:0x277e3d79b0cb7a8904a943d3a3afdd5e4d474094,1,32000000000,0.000000896184
eth1:0x590513e898198288ffb6b16778e2bc8151de91fb,1,32000000000,0.000000896184
eth1:0x695449520954007b70c9671f3c85416ff93ecc77,1,32000000000,0.000000896184
eth1:0x6f315053fb3b05b5eef7a9a04ee1e2db125d3fdc,1,32000000000,0.000000896184
eth1:0xd743ecba0ba76072dfd35a12f9eb3b5baa1f14cb,1,32000000000,0.000000896184
eth1:0x4e040e6fb40e5476282a0f80dcedc7530a8fa94e,1,32000000000,0.000000896184
eth1:0xe820f41fcfe76b447f35b82683a54d950fd3e2bd,1,32000000000,0.000000896184
eth1:0x22fa462781763c4f7a79f08ed5f834be8d4c97e9,1,32000000000,0.000000896184
eth1:0xc6ba73efd1cb80811881a1d591484dd333d3578d,1,32000000000,0.000000896184
eth1:0x6219be36463eef40f1b0515924994b8667864ea7,1,32000000000,0.000000896184
eth1:0xd2b94cc64d8aee94221252d87480893522087cae,1,32000000000,0.000000896184
eth1:0xf41281a5daf0604ca8e8fce516547a578200264c,1,32000000000,0.000000896184
eth1:0xbaa35c2e184db855c4a01e7b17c84012e355bbfb,1,32000000000,0.000000896184
eth1:0xc79c276b0d895d7032dad5e8f4a9f2d317e5cbd8,1,32000000000,0.000000896184
eth1:0x269d0b8a73b323052e876bef5fb89a871396ed9a,1,32000000000,0.000000896184
eth1:0x993e6d172a2c42edc6a5df734136d75a5b363629,1,32000000000,0.000000896184
eth1:0x6083c84dfc49be8b69dd05869721c7d63aace721,1,32000000000,0.000000896184
eth1:0xbeab9070663f746d3174969672cab36947c97171,1,32000000000,0.000000896184
eth1:0xc1d734218ae5ff873b06700e8e5fe9acdddcaa04,1,32000000000,0.000000896184
eth1:0x2d04c38cb439c95147e31f21fe4211713912a00d,1,32000000000,0.000000896184
eth1:0x3a91c31d5fdd5688a1f3841e416a6c65aee47510,1,32000000000,0.000000896184
eth1:0x936214cea0e773185f6c2ff6f3dea753fe1e3f57,1,32000000000,0.000000896184
eth1:0xbf6950fec65afa2030ba4e4427eb4e4199b5d827,1,32000000000,0.000000896184
eth1:0x4c4abbfc04db1f6f2dab5573e2fa72020522cf0f,1,32000000000,0.000000896184
eth1:0xe1a88d801293de599515b9266d622ffc152b834e,1,32000000000,0.000000896184
eth1:0xbdd474a5e470da5a5179b5ca29da0dd2d40d182d,1,32000000000,0.000000896184
eth1:0x81e165e1c9fe4173a189229e120b7d14aceec6bb,1,32000000000,0.000000896184
eth1:0x3799cebba5e1bcb61aac9b8b55c4068a16b1889a,1,32000000000,0.000000896184
eth1:0xe78601e3f34019df1b0c0cf5c412a02a31b19b9f,1,32000000000,0.000000896184
eth1:0xa8cb7e79628c4f5c68358fa59bae6b1b26ea507d,1,32000000000,0.000000896184
eth1:0x2f29556d11e95a571cedfce10f02d4b31a4e92b1,1,32000000000,0.000000896184
eth1:0x06e306f2fc37dc6e4340fee30fec6ac6b413cb2a,1,32000000000,0.000000896184
eth1:0xa4a162713c933cd74eb58e6eb7dfb22aa603924e,1,32000000000,0.000000896184
eth1:0xf82bd52dbddc8daf133558589eb89c775f9ed993,1,32000000000,0.000000896184
eth1:0xd83e52bbdc52fee7697931c0c5f822845226b17f,1,32000000000,0.000000896184
eth1:0x5022f380855f193b4ef86c00b40163d9bd87da51,1,32000000000,0.000000896184
eth1:0x3031f7d43230579545b12323ad5651b9d0f8bfb9,1,32000000000,0.000000896184
eth1:0x36ae996c3ebda4b072d5022b0b35ccc2065ab68b,1,32000000000,0.000000896184
eth1:0x0c689cd7cca4297dc345216b7b922da4bd8465cf,1,32000000000,0.000000896184
eth1:0x74b98ad7925c6b57b3cf2012d0f52aa892e57ef7,1,32000000000,0.000000896184
eth1:0xd2542edc1fbb0ff02f225a9cdf2ba9b7b17261d4,1,32000000000,0.000000896184
eth1:0x9c3b5a6dc54fb0b5dbb6a58da5f7ec8172786e0f,1,32000000000,0.000000896184
eth1:0x50e1dc3796f604b5a47a5f25ab3e7a562945322e,1,32000000000,0.000000896184
eth1:0x212bcdb61ad64c11861a80d7f885ec6013b71ba8,1,32000000000,0.000000896184
eth1:0x48b2d7a3292f01e6022f9e3592921bdcd48ef245,1,32000000000,0.000000896184
eth1:0x1275f3cb7ff738de1abe0a7511e15ae82ce58277,1,32000000000,0.000000896184
eth1:0xbbe15ec6951777cdee1d5467a422d090499bb60b,1,32000000000,0.000000896184
eth1:0xe9585151b677fb5781276096428505e0d7446f3a,1,32000000000,0.000000896184
eth1:0xb25e031f237c89338e21d78e6300b9489a66848b,1,32000000000,0.000000896184
eth1:0x43408f863d170bb83c50e46be5e4b84a30903204,1,32000000000,0.000000896184
eth1:0x65ba9411d0b5d01c2c6be0610f8f70faeeb75bc7,1,32000000000,0.000000896184
eth1:0x7330ed0fdf8ca407fc4ec0ba0266028862529da4,1,32000000000,0.000000896184
eth1:0xe60fbe998a862fce9a58078cc5b4d103f1af8a64,1,32000000000,0.000000896184
eth1:0xf71d50d7c8081380d118ca849d39bacbd28bb6a5,1,32000000000,0.000000896184
eth1:0xfd161b6e25725301f93cea6afabf2801c94cccc4,1,32000000000,0.000000896184
eth1:0x059d859b123c59f7fa788da9ea1283d88b8eb61b,1,32000000000,0.000000896184
eth1:0x8cae4dcd14e7b19943062c87380ae26515b142c3,1,32000000000,0.000000896184
eth1:0x90e16b36e48970770d94c3df2753909454a008fb,1,32000000000,0.000000896184
eth1:0x876898b9683a7275f326b9e025bab7d7d0715120,1,32000000000,0.000000896184
eth1:0x285dba3a2bde12a4432541da595442fe038dbb13,1,32000000000,0.000000896184
eth1:0x56384dfa6e413b77e4845039e47ecc587a843077,1,32000000000,0.000000896184
eth1:0x950006fb4f0367ffa073006886f6051010f91f12,1,32000000000,0.000000896184
eth1:0x644ef9f4b4e00258be5a1469aa30d6baac18d5bc,1,32000000000,0.000000896184
eth1:0x37604a9380d417ba99f60314378ad8b793d841c7,1,32000000000,0.000000896184
eth1:0x9631dacb413a9722cdf8ce686bf9a72f92edf79e,1,32000000000,0.000000896184
eth1:0xe45933e0e7aaf6e9e7c8c6de71fd86471e6cba77,1,32000000000,0.000000896184
eth1:0x2b39139e6d790b19618ff4ff6d862359f8985a1a,1,32000000000,0.000000896184
eth1:0x5668171cde3568786ab714ca537d45a778ad4454,1,32000000000,0.000000896184
eth1:0x1d0bcbe0c10b0b3b6f7059669c19e8bdb8f048bd,1,32000000000,0.000000896184
eth1:0xad096b085cea59a7db4849ca6b7d643a5e2864ec,1,32000000000,0.000000896184
eth1:0xa24117aae0a0e5eeca901074f4c06897c10e5f37,1,32000000000,0.000000896184
eth1:0x46f5dd854fc6e696969c2aa292ddaaca527b51b4,1,32000000000,0.000000896184
eth1:0xba4c1eeaa13adbc06e8ddd11dbd4b16e612e0cd8,1,32000000000,0.000000896184
eth1:0x2da8c11c7fc32500388992015d77b49f4a4c7ebc,1,32000000000,0.000000896184
eth1:0x13375a6e8f40ccce09d811356730dffc052b4686,1,32000000000,0.000000896184
eth1:0x1337553761451a82b38c3bade82d13c8ea0fe6f1,1,32000000000,0.000000896184
eth1:0x693331c08572fcfa884b12cd9d5771e946a782af,1,32000000000,0.000000896184
bls:0x00fe54fc6d21f9e97240204223f2a79611ccb6d7b94a17cfa62ac0b3f0fe5fbb,1,32000000000,0.000000896184
eth1:0x693335c71ce75b7bb60512fb44a882c2588a13f5,1,32000000000,0.000000896184
eth1:0x693333e6ced1ee93dc5bee41b5f6edc752c0e6d7,1,32000000000,0.000000896184
eth1:0x146230b725831b8c8984a38b26fc3e1849ed6d3b,1,32000000000,0.000000896184
eth1:0x962dd33795329f219d7eae7edcc5db9138044de3,1,32000000000,0.000000896184
eth1:0x08b01332b6efadb7dca0547eda186d5a9f6467bf,1,32000000000,0.000000896184
eth1:0xfe4a4c11afd2f7371fb46a539ad628fbf8bbc6fa,1,32000000000,0.000000896184
eth1:0x6042a6200c28c4709379ee031ddd12d922b53d79,1,32000000000,0.000000896184
eth1:0x0a92383f15e09dec8183545d51ee18b98c8daff0,1,32000000000,0.000000896184
eth1:0x70a0b0b995750cc1f4d4e3904ccf444bbf997807,1,32000000000,0.000000896184
eth1:0x860527ce12fd1764e5d4ca44edbdd40cb94cbc6e,1,32000000000,0.000000896184
eth1:0x359c667980ccc6440b116b718b757d912881fb5d,1,32000000000,0.000000896184
eth1:0x15da6e0d7f4c265272c1f624fdb280da0e27dd1e,1,32000000000,0.000000896184
eth1:0xcde1fd118401b091f7f54d9236832f057e489757,1,32000000000,0.000000896184
eth1:0xc8f4c1ae0d6537c78268152090fdf43c3d0adf0c,1,32000000000,0.000000896184
eth1:0xc0bb9ce6de1b4567041fac3e458a602767d3b37e,1,32000000000,0.000000896184
eth1:0xd178e6f8559d5ece9c76551f13e09f5f315f4136,1,32000000000,0.000000896184
eth1:0x05bf7f5f54d93204c123006563d9eea8c878a92c,1,32000000000,0.000000896184
eth1:0x6866ddf4366c9d1a8b7d6f66d1fe977294777d78,1,32000000000,0.000000896184
eth1:0xff9f53ecce7218194682bb2d2dcd123987e773f8,1,32000000000,0.000000896184
eth1:0x44483ad13608fcb0be5ec52d589e42e42ef70946,1,32000000000,0.000000896184
eth1:0xeb6107c1dff718b7ce6685e4ee9af1242be1c63c,1,32000000000,0.000000896184
eth1:0xc7cdc3f2f303054028f04afd3c0f6a579097f010,1,32000000000,0.000000896184
eth1:0x384010d7b7480aa3dc14ba589737617060472428,1,32000000000,0.000000896184
eth1:0xf5a403f01ef23e2582f74601292d202cc2696528,1,32000000000,0.000000896184
eth1:0xe03058288af623c8befa1e56a089066b2a70b3d0,1,32000000000,0.000000896184
eth1:0x9506369b0977d3bec299de23c97e99ad804fd03f,1,32000000000,0.000000896184
eth1:0x0f81b001810b563c8ec820e6c6c5adc94fe91b8b,1,32000000000,0.000000896184
eth1:0xfdf7a482d7c7300cddf1f145beb3a9d9241cd3f8,1,32000000000,0.000000896184
eth1:0xd3b28faaa607f427c915105b6014c322597ef1d0,1,32000000000,0.000000896184
eth1:0x28f7cf78165da4155a427e1f2d8508d1c8a3b343,1,32000000000,0.000000896184
bls:0x001249f09753417eefb58e164f0445f10b1802203e210c61a1eb09089759a68c,1,32000000000,0.000000896184
eth1:0x1fcbeeafa50479ce953707eee52eb3bd76a8af8a,1,32000000000,0.000000896184
eth1:0xbd4310bd7d10aa900205cc71f171a406577f84c7,1,32000000000,0.000000896184
eth1:0xe7c188345748cf655413111492d6d2c8f7e75b66,1,32000000000,0.000000896184
eth1:0x5f57fb54e1a902bb91a2619a7402f2d53f47c5b5,1,32000000000,0.000000896184
eth1:0x974879df106f7208ea44a7537020dea00fdda4bd,1,32000000000,0.000000896184
eth1:0x38824d281a18992db88f28b386fabbdd16a897a3,1,32000000000,0.000000896184
eth1:0x058e1a06d3a7736891b9c16c73adb0620dff418d,1,32000000000,0.000000896184
eth1:0xd8fb056649190aee3db377d1b40f9f461a9672d3,1,32000000000,0.000000896184
eth1:0x96372a517fac9237c716eb7bc6ebcfd353f0beae,1,32000000000,0.000000896184
eth1:0x4ecd52610084e1eb27374475f053e570ac696d12,1,32000000000,0.000000896184
