owner,validators,effective_balance_gwei,share
eth1:0x1da5dc2ff12d1d37c290b9b5ce90935d0a4d5e5f,11,352000000000,0.000009858025
eth1:0x97457697a2d94cdafe47d7cbb8c5e9ee47816c85,11,352000000000,0.000009858025
eth1:0xf8795f49fb63984356ba59087739e5d18e96b7d1,11,352000000000,0.000009858025
eth1:0xb44025dc2d8b25d6e623e62092db1aa25c0ca63e,11,352000000000,0.000009858025
eth1:0x60c4bc503aaf0e3b566ab22e277d658dad7be311,11,352000000000,0.000009858025
eth1:0x73009e3f253e681ccfa8e9574644176150e239ba,11,352000000000,0.000009858025
eth1:0x244d64a18fdeef39d33992171daad1846f9d988e,11,352000000000,0.000009858025
eth1:0x284f52baddc1e425a98e8b3a91489c20f2c3576d,11,352000000000,0.000009858025
eth1:0x5eb719d51129770c1fa10bc09ec7117f1894200a,11,352000000000,0.000009858025
eth1:0x6f5a4aa3af0251bac40541033d7e35f9970fb692,11,352000000000,0.000009858025
eth1:0xe4e8aa9a13364717e4366b211101073dbb5d26b8,11,352000000000,0.000009858025
eth1:0x05b5ffd09dbf00a65cfe65ddd5971768f75457ba,11,352000000000,0.000009858025
eth1:0x3cd5458ced7d077591be9ab3f64d746414d3743d,11,352000000000,0.000009858025
eth1:0xc3e7c29075904168975dc6382e5b7926723d0d8f,11,352000000000,0.000009858025
eth1:0xb9cdc2ce1013304ef1bee9dc77d4018266dc88b9,11,352000000000,0.000009858025
eth1:0x487acd359a3fa1148ae790c128ef44f88ecc1936,11,352000000000,0.000009858025
eth1:0x0757549eb0cd8193d7e46bf26624626f7564fbfc,11,352000000000,0.000009858025
eth1:0xce51a32048128bba4ce3a4eb22bd8389496198b5,11,352000000000,0.000009858025
eth1:0x1134b5bfcd7be80a00d106358441f0369806b3ca,11,352000000000,0.000009858025
eth1:0xce0aa28e723f106873ae492e00c63f6115dcf290,11,352000000000,0.000009858025
eth1:0xb7afe3dbddd338e687cb72997e82291bc960ed12,11,352000000000,0.000009858025
eth1:0x8797ac79b87486c3796d69c1c117408bd6dc5f91,11,352000000000,0.000009858025
eth1:0x60660bf1c2507da46572ec83bbf6a653423f3f9c,11,352000000000,0.000009858025
eth1:0xf67d520a70fdf12e2b568b7a939f1f6ceb6cd5ed,11,352000000000,0.000009858025
eth1:0x285b10c73de847ee35bcb5cd86f17d55ff936476,11,352000000000,0.000009858025
eth1:0xf6f038c36241163952a536e4db0d7ac17c35e7ce,11,352000000000,0.000009858025
eth1:0x12a76e0441c710d9baea75b4a5df5362f26d0eff,11,352000000000,0.000009858025
eth1:0xfb20ab96eebf5c0f79b8a0f69f6544dcc46162f9,11,352000000000,0.000009858025
eth1:0xe0edcd19c9bac444c5dbaa672ede5330c11c45f2,11,352000000000,0.000009858025
eth1:0x4c6795ccc082e97a03a52b063353fbb7d82201ef,11,352000000000,0.000009858025
eth1:0x4cd444548f6e192d1d2f48c7898d140a45694c80,11,352000000000,0.000009858025
eth1:0x3217b819ea2d25f1982bae5dd9c8fe4c6d546bfc,10,320000000000,0.000008961841
eth1:0x5b082bfa62ad2027985ce8b672605a8214906ba6,10,320000000000,0.000008961841
eth1:0x684a6cca1c858bb7588144c843e9162cf8884d66,10,320000000000,0.000008961841
eth1:0x0890109ac802d1dc8fcf94264e9050bbbf3410f1,10,320000000000,0.000008961841
eth1:0xb5d70dd10d6e88f519b8fcb2d743cca939c1916d,10,320000000000,0.000008961841
eth1:0xea09cb68fde0a6f5e61e0c122c508ca92cb666b7,10,320000000000,0.000008961841
eth1:0x7ff93d023a3a46105873d036eb61ad4f84bf2dd6,10,320000000000,0.000008961841
eth1:0x8318f571a1069d32ba39e4da018018c3c6ee8dee,10,320000000000,0.000008961841
eth1:0x9f2070efa98cc424012fe182c2c6cc0aff8d12db,10,320000000000,0.000008961841
eth1:0xa5c8ed8bad0305b2190a9553a100ee999f4f3ed5,10,320000000000,0.000008961841
eth1:0xad42c62e9ca122dc26dbd04f5ac99f57a47856d2,10,320000000000,0.000008961841
eth1:0x9d2cd6809d8de92fc73199f020049b16d82d2dcf,10,320000000000,0.000008961841
eth1:0xb84cfe189b6a729c0d4adf79ad7b7690b8025e62,10,320000000000,0.000008961841
eth1:0xfa58f43f058a657363181aa7ec7c682a2c4972b1,10,320000000000,0.000008961841
eth1:0x8f212180bf6b8178559a67268502057fb0043dd9,10,320000000000,0.000008961841
eth1:0xcfa9ce6e4067d39faef721a54f576e103328cfda,10,320000000000,0.000008961841
eth1:0x055c55d68781127a25c5bc5c909790d3c0ba49b9,10,320000000000,0.000008961841
eth1:0x5421ec0a85028aa0eabf4ee70c7ac0e24b62ebc1,10,320000000000,0.000008961841
eth1:0x31d03bcb4161b29b7010eb607382605bfcd8c235,10,320000000000,0.000008961841
eth1:0x5c3c1ac5f7f4a2d803b93c19b2425353bc8b7782,10,320000000000,0.000008961841
eth1:0x92f61e019c65c1b6556744b2b25fa3a548a06074,10,320000000000,0.000008961841
eth1:0xb4d093042e00c578c4f72167654da98a0c08a096,10,320000000000,0.000008961841
eth1:0x70ff37c3ad09a9b9a8a2ece789b2f18fffc92ebc,10,320000000000,0.000008961841
eth1:0x3704fa506d4a38199e7aa1bbea7d55846ca35fbe,10,320000000000,0.000008961841
eth1:0x68c405c11ab443169445646a544d142eb655af5d,10,320000000000,0.000008961841
eth1:0x024e8bfec40763b96456297edbefea5db237fd8e,10,320000000000,0.000008961841
eth1:0xdf92138f6b8e7660a8d3813a56240b8fc102f28a,10,320000000000,0.000008961841
bls:0x000669e42772fac3e42047c9a764f52972b8be5b18883a4b6f65a3a134f1ab6f,10,320000000000,0.000008961841
bls:0x007823fd36d1f13511a93a0d7eb4d2c4d909a84b88f797831d84750bf9d6e9c5,10,320000000000,0.000008961841
bls:0x004a1d829d485d57501fa9838fc3dbfce6798b50833bad101607512acba356c0,10,320000000000,0.000008961841
eth1:0x4ef05536973d4b62cf43db332a12120ea910e9e7,10,320000000000,0.000008961841
bls:0x00b0776d23ae84ae137ec4bca503b864f1e0bf31f78ba19c8b5a7350cc27e015,10,320000000000,0.000008961841
eth1:0x91913f2a9f7e9c9e49e7b7596a04c292662814ce,10,320000000000,0.000008961841
eth1:0x63cc3373c351356e6ca90cacc8f094a35870afdf,10,320000000000,0.000008961841
eth1:0x8b260140430c16ff65df870bd192e1ee587462b7,10,320000000000,0.000008961841
eth1:0xc3601050d2ac2f2a18e3fb0f24ef6cad58243866,10,320000000000,0.000008961841
eth1:0xef1771b65f443a9d10180495c18447b1229e8ec8,10,320000000000,0.000008961841
eth1:0xa215c62c55e6de633640b054c6c31337dcf0fe7e,10,320000000000,0.000008961841
eth1:0xf1c74e95d885e73014c3b7667e58d8057d431cf2,10,320000000000,0.000008961841
eth1:0xf36daaa04263e3dc8373fcf809e0c22839dff08b,10,320000000000,0.000008961841
eth1:0x1e22eedf5378a4921e7d1de74d1650261d694197,10,320000000000,0.000008961841
eth1:0x6496f355af7e4e4531779095ab693f23e228b46f,10,320000000000,0.000008961841
eth1:0xf96b01ac8aff7dbcb81dc359cb3c91eadcbd6cc4,10,320000000000,0.000008961841
eth1:0xf771d91a87aac5b68328906b086ac2a1dc19beda,10,320000000000,0.000008961841
eth1:0x3f9de0e0e0361427aed48c521712eb98c7d3fb08,10,320000000000,0.000008961841
eth1:0xa9aea47fce71b9ab984e462f8f8922ab047418e4,10,320000000000,0.000008961841
eth1:0xde5bf98a1dfa7233f8fe5922475044b8f0d26343,10,320000000000,0.000008961841
eth1:0x233741c97dacf3ff9dffddc727558e6fc7fc1d02,10,320000000000,0.000008961841
eth1:0x94ae928f2d82f98e7d7f5030acd7155912d87ba7,10,320000000000,0.000008961841
eth1:0x05eaa0e3215480089ad85a5721e6abe81f4679bf,10,320000000000,0.000008961841
eth1:0xae06372c16dad422e2e981e589dfe01f144e9e8d,10,320000000000,0.000008961841
eth1:0x019845681203bf9cc24276e995887edf74612f98,10,320000000000,0.000008961841
eth1:0x8e193f5e6ab744f6671fd9ac2356fde169a116ac,10,320000000000,0.000008961841
eth1:0x32497b8ae5798b3b662942a16a4e7324c493c31f,10,320000000000,0.000008961841
eth1:0xf9e8200214a50872510721c1e550d345329ffc9e,10,320000000000,0.000008961841
eth1:0x452c2b65b563faa563f05971ec45bf4a0976dab6,10,320000000000,0.000008961841
eth1:0x88b54cb8cd8292b269fbdd3cfd5e6508892ee7a4,10,320000000000,0.000008961841
eth1:0x57f28e43d4034879f0d84ee883b1e196bf7fdc61,10,320000000000,0.000008961841
eth1:0x1ede399f9ecbca800a2655f4274f3df535ed7123,10,320000000000,0.000008961841
eth1:0x8b2da656dc8e49770328fa6f0d7801f301362e2d,10,320000000000,0.000008961841
eth1:0x97a64609c20af23d3917f8223de72088c73d181e,10,320000000000,0.000008961841
eth1:0x6edaf13c7eb27eb780d553bd7be382f80387ad13,10,320000000000,0.000008961841
eth1:0x752df6c7facc1df7575c1ca6fb50f51165cb5a3b,10,320000000000,0.000008961841
eth1:0x04e8451b565edada7f5998701833b5c965546dff,10,320000000000,0.000008961841
eth1:0xb6428f16967420c32d2457aeb59e3ff600720aec,10,320000000000,0.000008961841
eth1:0x2c41842f31794d71eb6577f83ac4e6e17bd2cec6,10,320000000000,0.000008961841
eth1:0xa753971a2388d27a01070df415706cc7154efa6d,10,320000000000,0.000008961841
eth1:0xd6c9b9fdd94e9b1076b2db66147593a869c3ef39,10,320000000000,0.000008961841
eth1:0x3e0574c09af6888dc48a0b76a4a7cea343b8d3b2,10,320000000000,0.000008961841
eth1:0xadde8120b79e2cea50678d6b6bb00f53f7702fbb,10,320000000000,0.000008961841
eth1:0x7b498930c04dd38a63448b240c28c81543eeb603,10,320000000000,0.000008961841
eth1:0xc151ae4aebe7f5ecc03abdace970394dd3afdbe9,10,320000000000,0.000008961841
eth1:0x2e3d76aef4e3b2b359916cace25cdd2f3f225ba9,10,320000000000,0.000008961841
bls:0x00421e47d628835c8f65f1a5ee1132ed59ae8844d87fd17e0cbc602450f3b873,10,320000000000,0.000008961841
eth1:0xdd39f5ab1eca98a43133d67980f252ae6ca31af7,10,320000000000,0.000008961841
eth1:0xc93ae54383b9d083e145510fcce321843c2ba181,10,320000000000,0.000008961841
eth1:0xef0bdd4b1528023b09f51c75d1752376f78912f9,10,320000000000,0.000008961841
eth1:0xb7fe1bb78607fb27d970d2318f676d826e512225,10,320000000000,0.000008961841
eth1:0x2073a750f8702e48e2840107c67cf11cf8b8661b,10,320000000000,0.000008961841
eth1:0xe1f8027cf29ce8841b07208211e0207db92f45e6,10,320000000000,0.000008961841
eth1:0xe95718b727f0173b91c4657dfb5550a74e087cc2,10,320000000000,0.000008961841
eth1:0x4be6fcc1c34112f8f9f6811b9974e39c7cd1805f,10,320000000000,0.000008961841
eth1:0x1d15a60073b81e658e40bcc500be409d581927d7,10,320000000000,0.000008961841
eth1:0xab1734365ef5c01f3bf5e27fe02054a121e65731,10,320000000000,0.000008961841
eth1:0xf5673c091ec0299cd5a23212f78eeed9262b4344,10,320000000000,0.000008961841
eth1:0x4cabf1878086f69245a7916c76515bfa9bd6542f,10,320000000000,0.000008961841
eth1:0x06bde3688d76d04c2a60aa397ec4b19bbaaccb8f,10,320000000000,0.000008961841
eth1:0xe9b02baefce797096ee5a93560ada149a8cc56d1,10,320000000000,0.000008961841
eth1:0x9b9d6924cde9ca0a9a7910516b38868090ddf58b,10,320000000000,0.000008961841
eth1:0x3b229f3799b0c11d41e832daf903defa3ac089a1,10,320000000000,0.000008961841
eth1:0xca3fafaaca86ac66f2d6a37fec6033c7873b03ac,10,320000000000,0.000008961841
eth1:0x29fb5decc9d8f706b173125f1d12324c7e0bfb6f,10,320000000000,0.000008961841
eth1:0xc3cf3260a591145e89d0614abb69d75afbbeca5e,10,320000000000,0.000008961841
eth1:0xe22b7ee99dd83806140e4d419ce2baadb9c2da33,10,320000000000,0.000008961841
eth1:0x0ef7e0068421e274ceb814e678037ab6303d8388,10,320000000000,0.000008961841
eth1:0x60c18c7045385f5e7d13b5e93faa429135962771,10,320000000000,0.000008961841
eth1:0x718f06a344bfecf6664d8d329a14dc9bb8ff2246,10,320000000000,0.000008961841
eth1:0x206c6a4db3ec9577ba71bdaa898aafcdf379a587,10,320000000000,0.000008961841
eth1:0x9aff8d346fce3a20632d0cd2cf33d9657eb0b8ac,10,320000000000,0.000008961841
eth1:0xe1ed0f4b3314885f4c41513e3c396b12f0537a9c,10,320000000000,0.000008961841
eth1:0x817b15b42d1cbb7ddae84483809d7dc971663614,10,320000000000,0.000008961841
eth1:0x416bd36ff15981e224e7957d2ab06a93ef2cb8ee,10,320000000000,0.000008961841
eth1:0xc7c135f96ec51cebec6cf8c636e6c6fe6de4fcbb,10,320000000000,0.000008961841
eth1:0xedd1a2742b524bb303387d47ae5e09c4dac49c12,10,320000000000,0.000008961841
eth1:0xa29d725b14580582722cb9167414edd6d827154b,10,320000000000,0.000008961841
eth1:0x9d3d91f16d3ebaedd6e39f5956a0ee02b02845f2,10,320000000000,0.000008961841
eth1:0xaca34575ad38467fe8a7a75dac1f13bcb104651f,10,320000000000,0.000008961841
eth1:0x1620e96514496942fd9b65795be88093499f6699,10,320000000000,0.000008961841
eth1:0x372719a8a8480debd3ccf5d3f32e712d5ac2ff07,10,320000000000,0.000008961841
eth1:0x8f96cd05c37e650cc36167a5be63f7b9065ab67d,10,320000000000,0.000008961841
eth1:0xb5469fb410a4a4299cc697377a6762c095f68146,10,320000000000,0.000008961841
eth1:0xef8efff9f748497b3615ee14bcabc7a32fbc48c7,10,320000000000,0.000008961841
eth1:0x099115c946a9826db215ed05c1d33f763aea6d01,10,320000000000,0.000008961841
eth1:0xb6b5b2ab71fdf4a91a26040607c2cf96363b847e,10,320000000000,0.000008961841
eth1:0xf03793773ece7a55cfa1220e978098a5fc22ecff,10,320000000000,0.000008961841
eth1:0x21171a345dfe2e65ef285961ceb3dbd1a2d3abbb,10,320000000000,0.000008961841
eth1:0xda439f1aa99f593ea783acc22d74f3017b4b615d,10,320000000000,0.000008961841
eth1:0x50b6d02b9194ddf386a56ae92d251c7e3e0f06ba,10,320000000000,0.000008961841
eth1:0x984fdbadc9f3582baa3a5e5779d7f15c58c9d2f7,10,320000000000,0.000008961841
eth1:0xe0ad1aba35e6a8367e80e18c3dbacebc933e338c,10,320000000000,0.000008961841
eth1:0x7736a0542c783b6fcdaf26a4e03726482aa65c2f,10,320000000000,0.000008961841
eth1:0xde61aac9d4b07a9da4355813bebf54fe19f78800,10,320000000000,0.000008961841
eth1:0xf4bfbb07ed0d78898a8af66d750a345ddbd5453a,10,320000000000,0.000008961841
eth1:0x94fbcbffb0a58a5ef4300f6f2b4bc1e373a6a1ba,10,320000000000,0.000008961841
eth1:0xcd7ed1afab469d7809077b116de6ce17fa31e32a,10,320000000000,0.000008961841
eth1:0x4f029581839519f1fa9e5a25c2b03271dc8be839,10,320000000000,0.000008961841
eth1:0x1dc58e16b870cf39eb49e65b73796d1e8ab8a145,10,320000000000,0.000008961841
eth1:0x27771ed08bb3ee66a285c258b9d81d2038eaae64,10,320000000000,0.000008961841
eth1:0xa7daa22320261f0d9cb04ee449cd85816ebce63d,10,320000000000,0.000008961841
eth1:0x2d8388a9bfd6b802ef3a457a312815bf8c0cc7d5,10,320000000000,0.000008961841
eth1:0x80ab13f9ca360a03fc5a0bedf5d360c5f80566db,10,320000000000,0.000008961841
eth1:0xee18d1bdadb7d9c60b62fda96ac8cc2cd6677fea,10,320000000000,0.000008961841
eth1:0x1811663371c085eea50f33e79a4fcc7c04b3c4ce,10,320000000000,0.000008961841
eth1:0x9b74afab9fd658d9a923425b503dce3bacec8d3f,10,320000000000,0.000008961841
eth1:0xecf879dba75b5a89de6f9361482145ce964d0fc4,10,320000000000,0.000008961841
eth1:0x9b006c7d58cc2fd2c51c9904da25ecd413024e9d,10,320000000000,0.000008961841
eth1:0x4c3814feccaf0001f807bf9d2f0d3f6834b8b832,10,320000000000,0.000008961841
eth1:0xfa239b5998e325452358421d2bd32225e28c2415,10,320000000000,0.000008961841
eth1:0xe711d4cad2a9f2bc209097c36693c1f341044fd4,10,320000000000,0.000008961841
eth1:0x7dc4c675211a25e2f0766036bb22362ef1da7dd3,10,320000000000,0.000008961841
eth1:0x5cc3f81a19e8d0576123511c08db47cc340aa845,10,320000000000,0.000008961841
eth1:0xedfadca29b47fe199916bdae4b784d29b158c7dc,10,320000000000,0.000008961841
eth1:0x2e5a77566c3183ad56a1a0ca7311ff9e1faed69a,10,320000000000,0.000008961841
eth1:0xaa8dd84629df15433e6808d94d27ad3532e42c64,10,320000000000,0.000008961841
eth1:0x7dc43031536dc8abee94ddbe28c656a1e1c12cef,10,320000000000,0.000008961841
eth1:0x97915301d65ff7564d69e68cbd958a608d108e14,10,320000000000,0.000008961841
eth1:0xc219e776147e9a0b051d755d489f445b99b93970,10,320000000000,0.000008961841
eth1:0x0af0a2671bb19d4be5d6c6899ec712341e472d4b,10,320000000000,0.000008961841
eth1:0x343f290031741b50e0f419521635c4be611435d8,10,320000000000,0.000008961841
eth1:0x481afcd21a3447a7a04c4afd968df877b76d2310,10,320000000000,0.000008961841
eth1:0x6d5596d228c44453b0e16d1e4abd3f14724773fb,10,320000000000,0.000008961841
eth1:0x2717c9f20fe37dcc734de14e7093dd664262b006,10,320000000000,0.000008961841
eth1:0xed47015bb8080b9399f9d0ddfc427b9cee2caab1,10,320000000000,0.000008961841
eth1:0xc18e0f095a8a15282fe6dc59a52ccec47c6136a8,10,320000000000,0.000008961841
eth1:0xf2cb5b9a646df3829c9cae1930e6582cb2355835,10,320000000000,0.000008961841
eth1:0xf8f3094841b74d58473e5cc8869336731fb9c86d,10,320000000000,0.000008961841
eth1:0x3a31a220268362b3f498d8d59e4a24c66c890412,10,320000000000,0.000008961841
eth1:0xd94d65467596a40d82df1882bc92c207522f5bfb,10,320000000000,0.000008961841
eth1:0x65abb8afa0d6a0b924ce6640081ba10716114c5c,10,320000000000,0.000008961841
eth1:0x62aa24857dc451a4f2a9d0e457da082099f6cc54,10,320000000000,0.000008961841
eth1:0x76e5c7ab94ee7f1f8cc68975665c7792cac8eaef,10,320000000000,0.000008961841
eth1:0x117f55bf3c2e3bcdc7f308504480ee53f754a7ca,10,320000000000,0.000008961841
eth1:0x521d9902ade4c5b6ef474863313d86a553315a9c,10,320000000000,0.000008961841
eth1:0xc678b08fa10cc9c7efa4643fcbaa4af8a5d227f8,10,320000000000,0.000008961841
eth1:0x34f61006d791384a8140bf7122d9386d03fa239c,10,320000000000,0.000008961841
eth1:0x75ce871d576fc815ed7d7cbd5e147b7fbe9b6407,10,320000000000,0.000008961841
eth1:0xe4954d033bfba32326df31837d36b6e860c166eb,10,320000000000,0.000008961841
eth1:0x02c041e3b600d6ea6b37691762049a86326ca560,10,320000000000,0.000008961841
eth1:0xaab480cd50e9394c0345a6a32ffcf6f3a93f8975,10,320000000000,0.000008961841
eth1:0x0ceb173686ee5423e8c2ad7233e037caac4aa687,10,320000000000,0.000008961841
eth1:0x764bd5b366019de5eb536a15c9a76ef56d1da51c,10,320000000000,0.000008961841
eth1:0x1e89cb5094472995bbc0e8b9021e4988926d1040,10,320000000000,0.000008961841
eth1:0x79dc10b9819b1579d816a4306da06f04c710d6ae,10,320000000000,0.000008961841
eth1:0x9e424cb6fe8ea51b78bbc7b417606585ac298b97,10,320000000000,0.000008961841
eth1:0xf692ff7984721182352ba275eae0d3f2dbaf3382,10,320000000000,0.000008961841
eth1:0xa835e044a7a63e6217aaa897f264f7ab38230ff7,10,320000000000,0.000008961841
eth1:0xa626b391f3026d2cbef3202169041d05bfda5c51,10,320000000000,0.000008961841
eth1:0xbce25c44b5d8391ff67840fffd028243d726503d,10,320000000000,0.000008961841
eth1:0x8207b6770a21891db19622fc5a12b5c5992bc17f,10,320000000000,0.000008961841
eth1:0xdab45322d6407d174807bb7d8340e9c6093442ea,10,320000000000,0.000008961841
eth1:0x5427ed5190b1433c765be39bf584402ed45b0dd2,10,320000000000,0.000008961841
eth1:0xe6432bf5dd543d5984e51543331f57c689357e9d,10,320000000000,0.000008961841
eth1:0x84af7a4c29e17f0cd5f578603522139ead9beef3,10,320000000000,0.000008961841
eth1:0x1f5f777f8144af2647aa974463a8e94c52595949,10,320000000000,0.000008961841
eth1:0xc679d543d84cdbec5ebc0a45af5bfcb29c06a8b9,10,320000000000,0.000008961841
eth1:0xc5f184a0657a4f302729b2d0bdb4fa7ed7acf780,10,320000000000,0.000008961841
eth1:0xfbf47ac769fd3bb7f9b9a998fe9ca1f1cbee6034,10,320000000000,0.000008961841
eth1:0x528d50b58d49acc8116fc1f964f7b191cc96ec95,10,320000000000,0.000008961841
eth1:0x9f885fe3197e913ff611ff44bdbf94df04a75cff,10,320000000000,0.000008961841
eth1:0x680d3f78c2f2cb39f02e5ab0f0537f879d23239f,10,320000000000,0.000008961841
eth1:0x8b56a32ab660af3e7bbdeacd777ec72ee3037c5a,10,320000000000,0.000008961841
eth1:0x19183bc4c4f17b4c80381b2f4337437692fb3372,10,320000000000,0.000008961841
eth1:0xe40e66478cb08ec5c54bfd3fd4651605d49cffbd,10,320000000000,0.000008961841
eth1:0x9747b0312246e56c86fd2ff36b986b6e5b9b864b,10,320000000000,0.000008961841
eth1:0x6c9f4adc769b4e3c8fb3e878a9937de41ad4ffdf,10,320000000000,0.000008961841
eth1:0x0b3e2645dbed7efeb2bbdc3ae4ccdbe563afdee1,10,320000000000,0.000008961841
eth1:0xf08e21a024407905b0559dc931572564a0f62555,10,320000000000,0.000008961841
eth1:0x8dac545309f87135bbfec993ee501890523ead0e,10,320000000000,0.000008961841
eth1:0xa7c09f337703e793a93400bcf1685ce3b03c37d4,10,320000000000,0.000008961841
eth1:0x50875cb329ff9d194dae4f79511bdb4fd34f5bbd,10,320000000000,0.000008961841
eth1:0xca2837780aa557c14e7f32167f0faeeed354ca07,10,320000000000,0.000008961841
eth1:0xcb2350c27bbbc662fe731436ebc2662466269d4a,10,320000000000,0.000008961841
eth1:0x10a318bc8d9c728e71d959bd8d58c965c7689609,10,320000000000,0.000008961841
eth1:0x08791ac685f09cd83aac0546f6e9f99c074c0059,10,320000000000,0.000008961841
eth1:0x28088e934f5199ae071c5c4a7edf0b7edefc5126,10,320000000000,0.000008961841
eth1:0xf3acf1373eb150d9d73ccce96baba3c8215dccbe,10,320000000000,0.000008961841
eth1:0xd62766f4c88fdc3bd8675ebdfe38cfe29baf8af8,10,320000000000,0.000008961841
eth1:0xffd6518684711e34efd204c6ea4455bd938ba3df,10,320000000000,0.000008961841
eth1:0x74602f7ed57813c8bd7abf6593905a304cad0a89,10,320000000000,0.000008961841
eth1:0xed580c3397344815201b68a72cde1b333081eb10,10,320000000000,0.000008961841
eth1:0x2630eda13b0d338d78d95e12bf0fdbcbce469c54,10,320000000000,0.000008961841
eth1:0xe5930c7b4565e90fda4334dae09daa03ba7a3b78,10,320000000000,0.000008961841
eth1:0x12c5dfcd89e5ff6c6dc91cabb9e96a246bac97e8,10,320000000000,0.000008961841
eth1:0x30abd8b4440706f04d8f48de0e8c046b0f9c3aee,10,320000000000,0.000008961841
eth1:0x845a3ccd89a40c1bcebcf4fa07748c14b12e1f6f,10,320000000000,0.000008961841
eth1:0x6046e92152cb2b936f875f1cc63d1f21f690bed9,10,320000000000,0.000008961841
eth1:0x1b18186666b1a380d6d51534aed345085c7991e2,10,320000000000,0.000008961841
eth1:0x6f1385a574c77330b71cc730cbd1397ed0d75934,10,320000000000,0.000008961841
eth1:0x495e051bfd66ebc9a0b5a07aabd464dc68fa4f0d,10,310000000000,0.000008681784
eth1:0x2863b846c8fb569eb8d1aeb05dcfb282717c361a,10,310000000000,0.000008681784
eth1:0x6f35247337cb97dd62722b13f72854fc45776567,9,288000000000,0.000008065657
eth1:0x347dc91a32bc00e6fb38e2b4380e6a1c0fbca254,9,288000000000,0.000008065657
eth1:0x4cbedf6652f951569d67bd2ed840a245674e04ed,9,288000000000,0.000008065657
eth1:0xd71c5c88e88b73bd92763eb0fba2144092880228,9,288000000000,0.000008065657
eth1:0xcbd4fa94fa3ac5782155bc8b414b83220ee1a8d6,9,288000000000,0.000008065657
eth1:0x54a7c0e9f92d9fb5b8be8f0c4adc7a6295e56e62,9,288000000000,0.000008065657
eth1:0xd3cbbb7d3268fcdf109ab3611b632b67dc0e4732,9,288000000000,0.000008065657
eth1:0xdc0d54abc41603cf5642eaa74c5dc0a29ae95d18,9,288000000000,0.000008065657
eth1:0x62dfeb55fcbdcb921446168eecfd1406379a1ee1,9,288000000000,0.000008065657
eth1:0x9202f03c95c30b7c1e38d14682a977b1d482756c,9,288000000000,0.000008065657
eth1:0x9da779a6570046f8e752e31a1cf6f9d46cfea904,9,288000000000,0.000008065657
eth1:0x6537394d5a4919c12d875474a03ff34334c964d4,9,288000000000,0.000008065657
eth1:0x3c6328d46d7342a8f4caff354ec08b2f514c88cf,9,288000000000,0.000008065657
eth1:0x58a0d54eaae7bfee0066cb61bc3cc9f31e1aee74,9,288000000000,0.000008065657
eth1:0xc54aee9975101fbb0950b9013d3703a9def5dd73,9,288000000000,0.000008065657
bls:0x00c881a31c0ba8efa802a94538aed460dc7a3a916516a811092e741cc557453b,9,288000000000,0.000008065657
eth1:0x46abd34d07bab58a05a948b91aee0975df4534ee,9,288000000000,0.000008065657
eth1:0x960d86b400f3dfe8fa1f4f4adae8a769399e97ca,9,288000000000,0.000008065657
eth1:0xf784b712bc426ae09eb22517ebad787c3ffcb57d,9,288000000000,0.000008065657
eth1:0x41a843d8604347a6053615cfe12c0da6171fb03a,9,288000000000,0.000008065657
eth1:0x362627a677a0a82261bfc3cc6c2df30f032c29c0,9,288000000000,0.000008065657
eth1:0x0a4344e5926fe7db7d9aa4fa40efbfc9c65cc42a,9,288000000000,0.000008065657
eth1:0xc3b4c84774813f1ceb84fa0045ce73e4ee74f95f,9,288000000000,0.000008065657
eth1:0xf422001736b3f33102409b7311284fa023d1eea8,9,288000000000,0.000008065657
eth1:0x544260705b0bb8d399e2fa034c933c8959892353,9,288000000000,0.000008065657
eth1:0x1f5e42b63c9f5d7ec08ac6553832917429861d70,9,288000000000,0.000008065657
eth1:0x21b5b76be2bb3b1a8225424087e65e3d18adf2a6,9,288000000000,0.000008065657
eth1:0xc74a73576f9ca7c88c905edcc5f0f5f339d52380,9,288000000000,0.000008065657
eth1:0xff9d700ec3e54cef0bb040f6dbd521f54024d1a3,9,288000000000,0.000008065657
eth1:0x132efd67433c256ddef7f74885e5bfb9fa795a6a,9,288000000000,0.000008065657
eth1:0xc9e8f945773502a39a3f4ef81766623a0d072527,9,288000000000,0.000008065657
eth1:0x0ba06138175cb86a2b1c60182bea8a95802a9de6,9,288000000000,0.000008065657
bls:0x004cb15c92c4214fdfa27a72872c2c92c2af48f2122324206795011b7b7acbc3,9,288000000000,0.000008065657
eth1:0x56f3aec6170faa353efc694dda6ef96a33a50097,9,288000000000,0.000008065657
eth1:0x248b50076428a9391a008d0bdabdc5722c802edd,9,288000000000,0.000008065657
eth1:0xae7cea441fd85b02f2768dcb849580089d8a81db,9,288000000000,0.000008065657
eth1:0xb888f2f5269d8b800697ac7d4ecc94341444be50,9,288000000000,0.000008065657
eth1:0x811459dfe7a20b10c0ad467a42332a8bb365f8e4,9,288000000000,0.000008065657
eth1:0x5b870bb17283f4f23f4822bca6b944635018066f,9,288000000000,0.000008065657
eth1:0x381f841fba19d07ff6fa859329874766835bb483,9,288000000000,0.000008065657
eth1:0x0f35f22458be4900cc40bc59a57bc8cfcfd1a074,9,288000000000,0.000008065657
eth1:0x1ddc4408b74c18064085d80a1a935aad97a2d10d,9,288000000000,0.000008065657
eth1:0x27bedbc7ac59286e335735315d5b44b3d394005b,9,288000000000,0.000008065657
